,id,longitude,latitude,country_code,country_code_3,country_name,city,postal_code,region_code,area_code,dma_code,product,hash,ip,org,port,transport,isp,timestamp,ip_str
1316,1877,-90.7625,33.8852,US,USA,United States,Mound Bayou,38762.0,MS,662.0,640.0,micro_httpd,910057004,2918269604.0,neXband Communications.,80,tcp,neXband Communications.,2018-12-06 00:28:51.548,173.241.66.164
