USPS	GEOID	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                        
IA	19016	State Senate District 16	66493920	1278622	25.673	0.494	41.60343	-93.541842                                                                                                                     
IA	19017	State Senate District 17	74841257	4461050	28.896	1.722	41.553529	-93.590985                                                                                                                    
IA	19018	State Senate District 18	37504206	838151	14.48	0.324	41.62214	-93.660027                                                                                                                       
IA	19019	State Senate District 19	341007394	3911246	131.664	1.51	41.741985	-93.596888                                                                                                                   
IA	19020	State Senate District 20	170473267	17023588	65.82	6.573	41.696888	-93.749404                                                                                                                   
IA	19021	State Senate District 21	118710867	3301960	45.835	1.275	41.541788	-93.719735                                                                                                                   
IA	19022	State Senate District 22	105921437	481317	40.896	0.186	41.594846	-93.818861                                                                                                                    
IA	19023	State Senate District 23	288534452	530995	111.404	0.205	42.026302	-93.566087                                                                                                                   
IA	19024	State Senate District 24	5170167522	16054916	1996.213	6.199	42.175034	-93.998628                                                                                                               
IA	19025	State Senate District 25	4359892978	4644306	1683.364	1.793	42.332718	-93.076287                                                                                                                
IA	19026	State Senate District 26	6956952133	12543123	2686.094	4.843	43.235338	-92.642214                                                                                                               
IA	19027	State Senate District 27	3558292544	22198569	1373.864	8.571	42.861113	-93.182234                                                                                                               
IA	19028	State Senate District 28	5891405318	89043024	2274.684	34.38	43.074262	-91.52059                                                                                                                
IA	19029	State Senate District 29	4127433660	54676038	1593.611	21.111	42.253975	-90.80749                                                                                                               
IA	19030	State Senate District 30	342507795	3046421	132.243	1.176	42.43443	-92.469462                                                                                                                   
IA	19031	State Senate District 31	445992451	9506182	172.199	3.67	42.429141	-92.233603                                                                                                                   
IA	19032	State Senate District 32	3700026109	17835731	1428.588	6.886	42.664529	-92.064015                                                                                                               
IA	19033	State Senate District 33	68881712	2270783	26.595	0.877	41.99742	-91.658458                                                                                                                     
IA	19034	State Senate District 34	231235957	2614105	89.281	1.009	41.974326	-91.569952                                                                                                                   
IA	19035	State Senate District 35	294667371	1978442	113.772	0.764	41.93654	-91.73278                                                                                                                    
IA	19036	State Senate District 36	3510283692	6289612	1355.328	2.428	42.065361	-92.719036                                                                                                                
IA	19037	State Senate District 37	1982848894	22269054	765.582	8.598	41.766009	-91.217424                                                                                                                
IA	19038	State Senate District 38	4888553136	11506687	1887.481	4.443	41.834543	-92.216022                                                                                                               
IA	19039	State Senate District 39	3734744981	13065204	1441.993	5.045	41.428043	-91.87869                                                                                                                
IA	19040	State Senate District 40	4619005383	63808267	1783.408	24.637	41.067044	-92.762332                                                                                                              
IA	19041	State Senate District 41	3885226695	30311531	1500.094	11.703	40.841859	-92.172267                                                                                                              
IA	19042	State Senate District 42	3115342973	65169897	1202.841	25.162	40.859587	-91.549529                                                                                                              
IA	19043	State Senate District 43	69631908	2653882	26.885	1.025	41.64291	-91.515528                                                                                                                     
IA	19044	State Senate District 44	2870138936	89385236	1108.167	34.512	41.174979	-91.214411                                                                                                              
IA	19045	State Senate District 45	96665973	7955698	37.323	3.072	41.517232	-90.654352                                                                                                                    
IA	19046	State Senate District 46	903994328	17694750	349.034	6.832	41.56304	-90.826996                                                                                                                  
IA	19047	State Senate District 47	109778912	5205953	42.386	2.01	41.567275	-90.495138                                                                                                                    
IA	19048	State Senate District 48	3603441848	18567230	1391.297	7.169	42.305679	-91.45256                                                                                                                
IA	19049	State Senate District 49	2251995279	51889823	869.5	20.035	41.849754	-90.520646                                                                                                                 
IA	19050	State Senate District 50	111146855	4194998	42.914	1.62	42.509059	-90.717802                                                                                                                    
KS	20001	State Senate District 1	10552109995	88775272	4074.193	34.276	39.631835	-95.871507                                                                                                              
KS	20002	State Senate District 2	1419631309	65410569	548.123	25.255	39.219579	-95.369511                                                                                                                
KS	20003	State Senate District 3	1565940920	19735394	604.613	7.62	39.083776	-95.086512                                                                                                                  
KS	20004	State Senate District 4	103247202	3492248	39.864	1.348	39.13679	-94.687198                                                                                                                     
KS	20005	State Senate District 5	286776123	7154140	110.725	2.762	39.194351	-94.872656                                                                                                                   
KS	20006	State Senate District 6	134289210	3817655	51.849	1.474	39.073442	-94.725542                                                                                                                    
KS	20007	State Senate District 7	55620175	79033	21.475	0.031	38.997571	-94.638831                                                                                                                       
KS	20008	State Senate District 8	52900063	176894	20.425	0.068	38.922187	-94.70459                                                                                                                       
KS	20009	State Senate District 9	397627705	7512812	153.525	2.901	38.890922	-94.936311                                                                                                                   
KS	20010	State Senate District 10	121257373	2858364	46.818	1.104	39.017488	-94.805801                                                                                                                   
KS	20011	State Senate District 11	79456544	624194	30.678	0.241	38.887623	-94.642201                                                                                                                     
KS	20012	State Senate District 12	7531708659	83619528	2908.009	32.286	38.201094	-95.093785                                                                                                              
KS	20013	State Senate District 13	3667142415	27696698	1415.892	10.694	37.390001	-94.86036                                                                                                               
KS	20014	State Senate District 14	16167008749	209832919	6242.117	81.017	37.66343	-96.273779                                                                                                             
KS	20015	State Senate District 15	4535052279	52648837	1750.994	20.328	37.291877	-95.443961                                                                                                              
KS	20016	State Senate District 16	971870372	4051766	375.241	1.564	37.731085	-97.125607                                                                                                                  
KS	20017	State Senate District 17	3954129871	34778687	1526.698	13.428	38.684061	-96.312912                                                                                                              
KS	20018	State Senate District 18	1275738010	24510080	492.565	9.463	39.111807	-95.954966                                                                                                                
KS	20019	State Senate District 19	2793605276	82651742	1078.617	31.912	38.745575	-95.633874                                                                                                              
KS	20020	State Senate District 20	1121672638	10591887	433.08	4.09	38.905456	-95.988188                                                                                                                  
KS	20021	State Senate District 21	101666658	906045	39.254	0.35	38.964893	-94.789219                                                                                                                     
KS	20022	State Senate District 22	3445906454	101661345	1330.472	39.252	39.311179	-96.954685                                                                                                             
KS	20023	State Senate District 23	53544805	199600	20.674	0.077	38.861785	-94.7834                                                                                                                       
KS	20024	State Senate District 24	2923688303	9388173	1128.842	3.625	38.864887	-97.473071                                                                                                                
KS	20025	State Senate District 25	52888245	1156498	20.42	0.447	37.683076	-97.363415                                                                                                                     
KS	20026	State Senate District 26	883139578	9052426	340.982	3.495	37.601308	-97.525887                                                                                                                  
KS	20027	State Senate District 27	315025972	5396918	121.632	2.084	37.752754	-97.549315                                                                                                                  
KS	20028	State Senate District 28	89980795	2666482	34.742	1.03	37.618616	-97.299283                                                                                                                     
KS	20029	State Senate District 29	61980845	928783	23.931	0.359	37.71996	-97.315615                                                                                                                      
KS	20030	State Senate District 30	79353162	718082	30.638	0.277	37.687888	-97.217113                                                                                                                     
KS	20031	State Senate District 31	1914838913	9711482	739.323	3.75	37.991624	-97.438672                                                                                                                  
KS	20032	State Senate District 32	12165868850	32833843	4697.268	12.677	37.245834	-98.213266                                                                                                             
KS	20033	State Senate District 33	22117147959	29720449	8539.479	11.475	38.202421	-99.446967                                                                                                             
KS	20034	State Senate District 34	4359127764	50183711	1683.069	19.376	37.87182	-98.100046                                                                                                               
KS	20035	State Senate District 35	12710948955	90348080	4907.725	34.884	38.485549	-97.306401                                                                                                             
KS	20036	State Senate District 36	25455795687	168170979	9828.538	64.931	39.475077	-98.238629                                                                                                            
KS	20037	State Senate District 37	1262477273	32863106	487.445	12.689	38.670463	-94.830675                                                                                                               
KS	20038	State Senate District 38	12722512304	15334260	4912.19	5.921	37.48075	-100.193273                                                                                                               
KS	20039	State Senate District 39	20605158414	8738209	7955.696	3.374	37.847646	-101.391678                                                                                                              
KS	20040	State Senate District 40	33647508236	44144015	12991.376	17.044	39.327246	-100.693967                                                                                                           
KY	21001	State Senate District 1	5284598745	385037299	2040.395	148.664	36.740411	-88.437726                                                                                                             
KY	21002	State Senate District 2	2554555758	245247360	986.32	94.691	36.964621	-88.70258                                                                                                                 
KY	21003	State Senate District 3	4258521689	36013778	1644.224	13.905	36.872559	-87.210833                                                                                                               
KY	21004	State Senate District 4	5514936316	252011026	2129.329	97.302	37.465929	-87.90981                                                                                                               
KY	21005	State Senate District 5	6092060133	151470098	2352.158	58.483	37.555391	-86.187178                                                                                                              
KY	21006	State Senate District 6	5239027367	100278621	2022.8	38.718	37.319356	-87.063591                                                                                                                
KY	21007	State Senate District 7	2718249565	45966517	1049.522	17.748	38.299166	-84.858709                                                                                                               
KY	21008	State Senate District 8	2327338150	85737780	898.59	33.104	37.693723	-87.077058                                                                                                                 
KY	21009	State Senate District 9	5105530802	75392431	1971.257	29.109	36.910953	-85.924041                                                                                                               
KY	21010	State Senate District 10	1666624451	23923907	643.487	9.237	37.706892	-85.957126                                                                                                                
KY	21011	State Senate District 11	637873416	26481570	246.284	10.225	38.974595	-84.731431                                                                                                                
KY	21012	State Senate District 12	85745206	1733308	33.106	0.669	37.988305	-84.496706                                                                                                                    
KY	21013	State Senate District 13	70688785	164807	27.293	0.064	38.033212	-84.490646                                                                                                                     
KY	21014	State Senate District 14	3681025564	44853911	1421.252	17.318	37.80036	-85.733117                                                                                                               
KY	21015	State Senate District 15	3034439182	64189321	1171.604	24.784	37.282066	-84.644598                                                                                                              
KY	21016	State Senate District 16	5990078167	235021738	2312.782	90.742	36.896364	-85.038072                                                                                                             
KY	21017	State Senate District 17	1679107857	20695794	648.307	7.991	38.540874	-84.61915                                                                                                                 
KY	21018	State Senate District 18	2366794544	38253575	913.825	14.77	38.410817	-82.955882                                                                                                                
KY	21019	State Senate District 19	89907148	413365	34.713	0.16	38.21968	-85.750214                                                                                                                       
KY	21020	State Senate District 20	2574035881	64199834	993.841	24.788	38.405163	-85.201754                                                                                                               
KY	21021	State Senate District 21	4386506573	57586203	1693.64	22.234	37.614704	-83.918692                                                                                                               
KY	21022	State Senate District 22	2518268736	38319153	972.309	14.795	37.765926	-84.825137                                                                                                               
KY	21023	State Senate District 23	133948729	6391794	51.718	2.468	39.027477	-84.544255                                                                                                                   
KY	21024	State Senate District 24	1634836241	49398985	631.214	19.073	38.751408	-84.281573                                                                                                               
KY	21025	State Senate District 25	4977615967	37378036	1921.868	14.432	37.149475	-83.818903                                                                                                              
KY	21026	State Senate District 26	565676581	33905194	218.409	13.091	38.390741	-85.483463                                                                                                                
KY	21027	State Senate District 27	5808272668	91199104	2242.587	35.212	38.408104	-83.807063                                                                                                              
KY	21028	State Senate District 28	1509501729	11922382	582.822	4.603	38.02799	-84.134563                                                                                                                 
KY	21029	State Senate District 29	4010761493	18590660	1548.564	7.178	37.202518	-82.968252                                                                                                               
KY	21030	State Senate District 30	5600684767	36911943	2162.437	14.252	37.328717	-83.268449                                                                                                              
KY	21031	State Senate District 31	5302715140	28388996	2047.39	10.961	37.870304	-83.49448                                                                                                                
KY	21032	State Senate District 32	1403057828	15127298	541.724	5.841	36.995634	-86.423579                                                                                                                
KY	21033	State Senate District 33	80469693	13609813	31.07	5.255	38.228064	-85.801859                                                                                                                    
KY	21034	State Senate District 34	2124145949	20904087	820.137	8.071	37.601496	-84.301976                                                                                                                
KY	21035	State Senate District 35	93426202	449008	36.072	0.173	38.188903	-85.711355                                                                                                                     
KY	21036	State Senate District 36	151955527	1886621	58.67	0.728	38.261349	-85.532788                                                                                                                    
KY	21037	State Senate District 37	127360664	6615788	49.174	2.554	38.141314	-85.80292                                                                                                                    
KY	21038	State Senate District 38	879147459	9666650	339.441	3.732	37.984285	-85.690563                                                                                                                  
LA	22001	State Senate District 1	2973048249	7903830301	1147.9	3051.686	29.745491	-89.365765                                                                                                             
LA	22002	State Senate District 2	1819871206	123855946	702.656	47.821	30.055462	-90.91186                                                                                                                
LA	22003	State Senate District 3	184662956	35496172	71.299	13.705	29.963356	-89.981456                                                                                                                  
LA	22004	State Senate District 4	66999199	2763858	25.869	1.067	29.977663	-90.124449                                                                                                                     
LA	22005	State Senate District 5	39145586	2365042	15.114	0.913	29.947373	-90.099592                                                                                                                     
LA	22006	State Senate District 6	1077671691	79657520	416.091	30.756	30.629775	-91.089606                                                                                                                
LA	22007	State Senate District 7	156576767	21494717	60.455	8.299	29.861326	-90.01744                                                                                                                    
LA	22008	State Senate District 8	1533105555	2103547935	591.935	812.184	29.367813	-89.807265                                                                                                             
LA	22009	State Senate District 9	50800009	3211154	19.614	1.24	29.981688	-90.15608                                                                                                                       
LA	22010	State Senate District 10	67345818	4068279	26.002	1.571	29.98951	-90.225131                                                                                                                     
LA	22011	State Senate District 11	928037591	30959439	358.317	11.954	30.437289	-90.132529                                                                                                                
LA	22012	State Senate District 12	3671073028	40083636	1417.409	15.476	30.778537	-90.17522                                                                                                               
LA	22013	State Senate District 13	1067659227	3663106	412.226	1.414	30.508897	-90.784585                                                                                                                 
LA	22014	State Senate District 14	162005530	14490964	62.551	5.595	30.423341	-91.128055                                                                                                                  
LA	22015	State Senate District 15	337107071	17652125	130.158	6.816	30.568231	-91.16174                                                                                                                  
LA	22016	State Senate District 16	135353249	1373617	52.26	0.53	30.390628	-91.071242                                                                                                                     
LA	22017	State Senate District 17	6411671095	331313673	2475.56	127.921	30.842642	-91.786443                                                                                                             
LA	22018	State Senate District 18	1320546362	136687643	509.866	52.775	30.258822	-90.749806                                                                                                              
LA	22019	State Senate District 19	1463854510	824979181	565.197	318.526	29.953253	-90.433634                                                                                                             
LA	22020	State Senate District 20	4062753030	3153185189	1568.638	1217.452	29.327106	-90.605156                                                                                                          
LA	22021	State Senate District 21	3180393409	1594623158	1227.957	615.687	29.676056	-91.326671                                                                                                           
LA	22022	State Senate District 22	3053425729	1236868869	1178.934	477.558	29.992757	-91.786051                                                                                                           
LA	22023	State Senate District 23	241090741	521555	93.086	0.201	30.139262	-92.026693                                                                                                                    
LA	22024	State Senate District 24	1478045998	17735569	570.677	6.848	30.587993	-92.01997                                                                                                                 
LA	22025	State Senate District 25	6805293204	1736948272	2627.539	670.64	30.005047	-93.010264                                                                                                            
LA	22026	State Senate District 26	3680925352	955773085	1421.213	369.026	29.878683	-92.28024                                                                                                             
LA	22027	State Senate District 27	478494357	34321995	184.748	13.252	30.242937	-93.260358                                                                                                                
LA	22028	State Senate District 28	6030817474	111479879	2328.512	43.043	30.760562	-92.42188                                                                                                              
LA	22029	State Senate District 29	2914568264	63121640	1125.321	24.371	31.756667	-93.109525                                                                                                              
LA	22030	State Senate District 30	7973700657	75535716	3078.663	29.165	30.774325	-93.309215                                                                                                              
LA	22031	State Senate District 31	9727103244	615474492	3755.656	237.636	31.592821	-93.093517                                                                                                            
LA	22032	State Senate District 32	10621263760	458538758	4100.893	177.043	31.664091	-91.885483                                                                                                           
LA	22033	State Senate District 33	6956809909	152377351	2686.039	58.833	32.817877	-92.202068                                                                                                             
LA	22034	State Senate District 34	6506552679	279544428	2512.194	107.933	32.33447	-91.439302                                                                                                             
LA	22035	State Senate District 35	4512473544	55640822	1742.276	21.483	32.101031	-92.481172                                                                                                              
LA	22036	State Senate District 36	5439543171	152085970	2100.219	58.721	32.637228	-93.351448                                                                                                             
LA	22037	State Senate District 37	300179169	18624416	115.9	7.191	32.466347	-93.654542                                                                                                                   
LA	22038	State Senate District 38	3152365515	64299466	1217.135	24.826	32.141963	-93.752161                                                                                                              
LA	22039	State Senate District 39	1315260469	123963448	507.825	47.863	32.736941	-93.904777                                                                                                              
LA	22ZZZ	State Senate Districts not defined	0	1171463509	0.	452.305	30.181417	-90.055662                                                                                                                
ME	23001	State Senate District 1	11513449136	271403442	4445.368	104.789	46.905835	-68.874066                                                                                                            
ME	23002	State Senate District 2	9122549557	283819205	3522.236	109.583	46.047492	-68.232797                                                                                                             
ME	23003	State Senate District 3	9293584317	419933850	3588.273	162.137	45.555384	-70.003681                                                                                                             
ME	23004	State Senate District 4	11694167734	1118758216	4515.144	431.955	45.729503	-69.272798                                                                                                           
ME	23005	State Senate District 5	2173473994	156558319	839.183	60.448	45.360431	-68.637302                                                                                                               
ME	23006	State Senate District 6	6900773497	2086716591	2664.404	805.686	44.944328	-67.650039                                                                                                            
ME	23007	State Senate District 7	2483748130	1511626743	958.981	583.642	44.46554	-68.3909                                                                                                                
ME	23008	State Senate District 8	2542482211	216957441	981.658	83.768	44.935814	-68.434126                                                                                                               
ME	23009	State Senate District 9	181640241	3293861	70.132	1.272	44.830582	-68.864854                                                                                                                    
ME	23010	State Senate District 10	1269051375	44495809	489.983	17.18	44.862809	-69.056524                                                                                                                
ME	23011	State Senate District 11	1890615342	318015806	729.971	122.787	44.505834	-69.138952                                                                                                             
ME	23012	State Senate District 12	847163043	2014124467	327.091	777.658	44.042045	-69.038514                                                                                                             
ME	23013	State Senate District 13	1290071918	629411768	498.1	243.017	44.017173	-69.520232                                                                                                               
ME	23014	State Senate District 14	587878660	52960145	226.981	20.448	44.269791	-69.877133                                                                                                                
ME	23015	State Senate District 15	562686783	49644338	217.255	19.168	44.42218	-69.664112                                                                                                                 
ME	23016	State Senate District 16	584334292	13981513	225.613	5.398	44.596124	-69.557901                                                                                                                 
ME	23017	State Senate District 17	4743887426	182834939	1831.625	70.593	44.938843	-70.387712                                                                                                             
ME	23018	State Senate District 18	4537058142	197782175	1751.768	76.364	44.591234	-70.772424                                                                                                             
ME	23019	State Senate District 19	1390919327	149154425	537.037	57.589	44.047513	-70.743319                                                                                                              
ME	23020	State Senate District 20	490195184	32070589	189.265	12.383	44.05605	-70.316319                                                                                                                 
ME	23021	State Senate District 21	88439163	3595480	34.147	1.388	44.089513	-70.172095                                                                                                                    
ME	23022	State Senate District 22	753763473	57458408	291.03	22.185	44.181853	-70.109806                                                                                                                 
ME	23023	State Senate District 23	736653501	307741672	284.424	118.82	43.925418	-69.830344                                                                                                               
ME	23024	State Senate District 24	387534615	318969116	149.628	123.155	43.798605	-70.015987                                                                                                              
ME	23025	State Senate District 25	317335082	196102958	122.524	75.716	43.764845	-70.225844                                                                                                               
ME	23026	State Senate District 26	535471260	115762631	206.747	44.696	43.845878	-70.529803                                                                                                               
ME	23027	State Senate District 27	26252334	123179082	10.136	47.56	43.664954	-70.21227                                                                                                                   
ME	23028	State Senate District 28	51822355	1190447	20.009	0.46	43.679159	-70.331469                                                                                                                     
ME	23029	State Senate District 29	84795197	139294427	32.74	53.782	43.572855	-70.24297                                                                                                                   
ME	23030	State Senate District 30	328233831	9205654	126.732	3.554	43.649649	-70.448513                                                                                                                  
ME	23031	State Senate District 31	326318654	82410179	125.992	31.819	43.599936	-70.52958                                                                                                                 
ME	23032	State Senate District 32	410951318	156581893	158.669	60.457	43.453757	-70.521878                                                                                                               
ME	23033	State Senate District 33	731235378	22617661	282.332	8.733	43.619783	-70.819307                                                                                                                 
ME	23034	State Senate District 34	647037497	76168306	249.823	29.409	43.383519	-70.753679                                                                                                                
ME	23035	State Senate District 35	361852070	382728208	139.712	147.772	43.144879	-70.638465                                                                                                              
MD	24001	State Senate District 1	3212140758	49368519	1240.215	19.061	39.589573	-78.920578                                                                                                               
MD	24002	State Senate District 2	748031278	12737032	288.817	4.918	39.558531	-77.691164                                                                                                                  
MD	24003	State Senate District 3	370935300	6772494	143.219	2.615	39.370562	-77.464007                                                                                                                   
MD	24004	State Senate District 4	1404719099	11395139	542.365	4.4	39.494563	-77.371425                                                                                                                   
MD	24005	State Senate District 5	999263580	9179603	385.818	3.544	39.596731	-77.010445                                                                                                                   
MD	24006	State Senate District 6	116467317	979984	44.968	0.378	39.272693	-76.46335                                                                                                                      
MD	24007	State Senate District 7	680472096	4803335	262.732	1.855	39.549356	-76.487889                                                                                                                   
MD	24008	State Senate District 8	73484291	108264	28.372	0.042	39.378176	-76.496628                                                                                                                      
MD	24009	State Senate District 9	532782812	8069153	205.709	3.116	39.298422	-76.966129                                                                                                                   
MD	24010	State Senate District 10	264137366	5205017	101.984	2.01	39.447745	-76.818095                                                                                                                   
MD	24011	State Senate District 11	165844928	800880	64.033	0.309	39.433743	-76.712683                                                                                                                    
MD	24012	State Senate District 12	103478270	988619	39.953	0.382	39.23561	-76.909097                                                                                                                     
MD	24013	State Senate District 13	155636030	1623004	60.091	0.627	39.170745	-76.851732                                                                                                                   
MD	24014	State Senate District 14	337699513	3683866	130.387	1.422	39.201191	-77.08443                                                                                                                   
MD	24015	State Senate District 15	475929192	22101450	183.757	8.533	39.15497	-77.348862                                                                                                                  
MD	24016	State Senate District 16	102200947	7173696	39.46	2.77	38.999712	-77.158509                                                                                                                     
MD	24017	State Senate District 17	68845026	499156	26.581	0.193	39.105169	-77.180512                                                                                                                     
MD	24018	State Senate District 18	52983985	259005	20.457	0.1	39.024484	-77.07223                                                                                                                        
MD	24019	State Senate District 19	111208243	1066677	42.938	0.412	39.117883	-77.100223                                                                                                                   
MD	24020	State Senate District 20	49273386	126162	19.025	0.049	39.025016	-76.998851                                                                                                                     
MD	24021	State Senate District 21	168670760	950921	65.124	0.367	38.987824	-76.975828                                                                                                                    
MD	24022	State Senate District 22	81486300	511398	31.462	0.197	38.978038	-76.880073                                                                                                                     
MD	24023	State Senate District 23	271936450	3570048	104.995	1.378	38.900778	-76.756909                                                                                                                  
MD	24024	State Senate District 24	91808740	460573	35.448	0.178	38.921311	-76.847793                                                                                                                     
MD	24025	State Senate District 25	150821773	525391	58.233	0.203	38.837319	-76.851725                                                                                                                    
MD	24026	State Senate District 26	160112075	641782	61.82	0.248	38.745892	-76.983201                                                                                                                     
MD	24027	State Senate District 27	935763176	9214933	361.3	3.558	38.621002	-76.704838                                                                                                                    
MD	24028	State Senate District 28	1070937130	6212846	413.491	2.399	38.501882	-77.013795                                                                                                                 
MD	24029	State Senate District 29	1008437655	16560883	389.36	6.394	38.309909	-76.595308                                                                                                                 
MD	24030	State Senate District 30	355181776	8825272	137.136	3.407	38.861121	-76.580113                                                                                                                  
MD	24031	State Senate District 31	158011512	1476452	61.009	0.57	39.143257	-76.539725                                                                                                                    
MD	24032	State Senate District 32	157194452	261163	60.693	0.101	39.15257	-76.702798                                                                                                                     
MD	24033	State Senate District 33	333976155	6614026	128.949	2.554	39.015365	-76.606218                                                                                                                  
MD	24034	State Senate District 34	326517581	49377971	126.069	19.065	39.454469	-76.221066                                                                                                                
MD	24035	State Senate District 35	980858107	22834069	378.711	8.816	39.63407	-76.139026                                                                                                                  
MD	24036	State Senate District 36	2706526239	93533265	1044.996	36.113	39.139874	-75.953077                                                                                                              
