USPS	GEOID	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                        
MS	28037	State Senate District 37	3590542096	14109612	1386.316	5.448	31.399978	-90.869504                                                                                                               
MS	28038	State Senate District 38	4513622872	92751937	1742.72	35.812	31.168912	-90.913395                                                                                                               
MS	28039	State Senate District 39	3261207903	20030284	1259.159	7.734	31.539193	-90.280319                                                                                                               
MS	28040	State Senate District 40	2290598618	30619542	884.405	11.822	31.030427	-89.778489                                                                                                               
MS	28041	State Senate District 41	4065279912	7919833	1569.613	3.058	31.754665	-89.603178                                                                                                                
MS	28042	State Senate District 42	1439555412	11841286	555.815	4.572	31.59962	-89.110508                                                                                                                 
MS	28043	State Senate District 43	5185541337	35529572	2002.149	13.718	31.303672	-88.666588                                                                                                              
MS	28044	State Senate District 44	1540872845	10377457	594.934	4.007	31.095845	-89.490588                                                                                                                
MS	28045	State Senate District 45	2588916611	15946297	999.586	6.157	31.150832	-89.078946                                                                                                                
MS	28046	State Senate District 46	1614146492	379828579	623.225	146.653	30.407018	-89.414871                                                                                                             
MS	28047	State Senate District 47	2204780645	14097802	851.271	5.443	30.74334	-89.209378                                                                                                                 
MS	28048	State Senate District 48	208213149	161870328	80.392	62.498	30.342833	-89.154308                                                                                                                
MS	28049	State Senate District 49	262551494	232822635	101.372	89.893	30.558065	-89.250543                                                                                                               
MS	28050	State Senate District 50	628375124	494181041	242.617	190.804	30.648119	-89.24758                                                                                                               
MS	28051	State Senate District 51	1339830655	172294887	517.312	66.523	30.552404	-88.56876                                                                                                               
MS	28052	State Senate District 52	226303556	654745330	87.376	252.799	30.222715	-88.513647                                                                                                               
MO	29001	State Senate District 1	143649745	7267916	55.463	2.806	38.516012	-90.329208                                                                                                                    
MO	29002	State Senate District 2	959456188	27902630	370.448	10.773	38.752081	-90.803583                                                                                                                 
MO	29003	State Senate District 3	8846713394	61303693	3415.735	23.669	37.740046	-90.689451                                                                                                               
MO	29004	State Senate District 4	91615984	3837366	35.373	1.482	38.635187	-90.282003                                                                                                                     
MO	29005	State Senate District 5	87744837	7373757	33.878	2.847	38.628905	-90.227131                                                                                                                     
MO	29006	State Senate District 6	9448619171	133288472	3648.132	51.463	38.394317	-92.210614                                                                                                              
MO	29007	State Senate District 7	234516399	5790670	90.547	2.236	38.920513	-94.525136                                                                                                                    
MO	29008	State Senate District 8	651210239	13505019	251.434	5.214	38.960195	-94.250232                                                                                                                  
MO	29009	State Senate District 9	199738548	1187728	77.119	0.459	39.010321	-94.508188                                                                                                                    
MO	29010	State Senate District 10	9753570465	178022635	3765.875	68.735	39.064477	-91.604765                                                                                                             
MO	29011	State Senate District 11	480224644	10146483	185.416	3.918	39.113468	-94.325485                                                                                                                 
MO	29012	State Senate District 12	19482441614	137834997	7522.213	53.218	40.178956	-94.236412                                                                                                            
MO	29013	State Senate District 13	191852223	12489347	74.075	4.822	38.810382	-90.258199                                                                                                                  
MO	29014	State Senate District 14	177213135	4446731	68.422	1.717	38.752031	-90.36253                                                                                                                    
MO	29015	State Senate District 15	252371212	5154863	97.441	1.99	38.543663	-90.480819                                                                                                                    
MO	29016	State Senate District 16	8728664637	162063161	3370.156	62.573	37.865165	-91.891826                                                                                                             
MO	29017	State Senate District 17	346078017	4912605	133.621	1.897	39.226133	-94.504236                                                                                                                  
MO	29018	State Senate District 18	19563433420	249570191	7553.484	96.36	39.877007	-92.21074                                                                                                              
MO	29019	State Senate District 19	3238265098	25708647	1250.301	9.926	38.928108	-92.53688                                                                                                                
MO	29020	State Senate District 20	2944619980	8171564	1136.924	3.155	37.116963	-93.27308                                                                                                                 
MO	29021	State Senate District 21	12688598514	142284483	4899.095	54.936	39.245916	-93.577482                                                                                                            
MO	29022	State Senate District 22	803947960	12657619	310.406	4.887	38.365884	-90.528009                                                                                                                 
MO	29023	State Senate District 23	492178773	55427897	190.031	21.401	38.829339	-90.457049                                                                                                                
MO	29024	State Senate District 24	238463216	4135041	92.071	1.597	38.675562	-90.447181                                                                                                                   
MO	29025	State Senate District 25	13336424532	201415645	5149.223	77.767	36.742268	-90.293804                                                                                                            
MO	29026	State Senate District 26	2681121114	27244417	1035.187	10.519	38.430043	-91.036986                                                                                                              
MO	29027	State Senate District 27	8661844446	116150823	3344.357	44.846	37.336908	-90.022438                                                                                                             
MO	29028	State Senate District 28	12628049583	333543489	4875.717	128.782	37.980594	-93.295934                                                                                                           
MO	29029	State Senate District 29	7836929224	208722529	3025.855	80.588	36.769963	-93.705395                                                                                                             
MO	29030	State Senate District 30	261703980	1461567	101.044	0.564	37.205152	-93.305011                                                                                                                  
MO	29031	State Senate District 31	9450023281	183807734	3648.675	70.969	38.142034	-94.240363                                                                                                             
MO	29032	State Senate District 32	4540950122	53952218	1753.271	20.831	37.169592	-94.209275                                                                                                              
MO	29033	State Senate District 33	16463980126	53695266	6356.779	20.732	36.968648	-92.041053                                                                                                             
MO	29034	State Senate District 34	2144588363	34948257	828.03	13.494	39.520439	-94.794786                                                                                                                
MT	30001	State Senate District 1	9356364730	161579870	3612.513	62.386	48.552385	-115.463185                                                                                                             
MT	30002	State Senate District 2	5216076581	122954677	2013.939	47.473	48.603407	-114.079048                                                                                                             
MT	30003	State Senate District 3	1787666763	31643549	690.222	12.218	48.434132	-114.613042                                                                                                               
MT	30004	State Senate District 4	34415603	247022	13.288	0.095	48.19111	-114.328594                                                                                                                      
MT	30005	State Senate District 5	835660316	95494431	322.65	36.871	48.077262	-113.965175                                                                                                                 
MT	30006	State Senate District 6	1533011029	473174064	591.899	182.694	47.863617	-114.27238                                                                                                              
MT	30007	State Senate District 7	12559331951	122166107	4849.185	47.169	47.575331	-115.018137                                                                                                            
MT	30008	State Senate District 8	13067772726	184719282	5045.495	71.321	48.381365	-113.236523                                                                                                            
MT	30009	State Senate District 9	19758826392	199361051	7628.926	76.974	47.987378	-112.167686                                                                                                            
MT	30010	State Senate District 10	4792655697	24718900	1850.455	9.544	47.292728	-111.512359                                                                                                              
MT	30011	State Senate District 11	309022978	2290877	119.314	0.885	47.606347	-111.467571                                                                                                                 
MT	30012	State Senate District 12	14907364	236801	5.756	0.091	47.491438	-111.27393                                                                                                                      
MT	30013	State Senate District 13	37741283	1096185	14.572	0.423	47.514539	-111.210027                                                                                                                   
MT	30014	State Senate District 14	18286887923	133916361	7060.607	51.705	48.168292	-110.548036                                                                                                           
MT	30015	State Senate District 15	34684514852	101846418	13391.767	39.323	46.934003	-109.678164                                                                                                          
MT	30016	State Senate District 16	22282730065	537682148	8603.411	207.6	48.068491	-107.931794                                                                                                            
MT	30017	State Senate District 17	32523074520	166807852	12557.23	64.405	48.674763	-106.67754                                                                                                            
MT	30018	State Senate District 18	13843158381	80665125	5344.874	31.145	47.418117	-104.631118                                                                                                            
MT	30019	State Senate District 19	45038616232	605899313	17389.508	233.939	46.640459	-105.640492                                                                                                         
MT	30020	State Senate District 20	24410285823	103441251	9424.864	39.939	46.334329	-107.302565                                                                                                           
MT	30021	State Senate District 21	24209677042	49550820	9347.409	19.132	45.457702	-106.947988                                                                                                            
MT	30022	State Senate District 22	55809929	2101069	21.548	0.811	45.8527	-108.415987                                                                                                                     
MT	30023	State Senate District 23	138797314	665440	53.59	0.257	45.852428	-108.605682                                                                                                                    
MT	30024	State Senate District 24	13491135	0	5.209	0.	45.792751	-108.535027                                                                                                                             
MT	30025	State Senate District 25	13691683	196068	5.286	0.076	45.778618	-108.524172                                                                                                                     
MT	30026	State Senate District 26	40989299	1527259	15.826	0.59	45.749818	-108.559293                                                                                                                    
MT	30027	State Senate District 27	177770779	244623	68.638	0.094	45.750878	-108.688838                                                                                                                   
MT	30028	State Senate District 28	653226979	9810287	252.212	3.788	45.642389	-108.599561                                                                                                                 
MT	30029	State Senate District 29	10810854390	63557361	4174.094	24.54	45.457037	-109.239112                                                                                                             
MT	30030	State Senate District 30	11964159553	41477606	4619.388	16.015	45.627669	-110.28394                                                                                                             
MT	30031	State Senate District 31	502859525	519546	194.155	0.201	45.575855	-110.924473                                                                                                                  
MT	30032	State Senate District 32	3141094505	59004235	1212.783	22.782	45.177725	-111.214594                                                                                                             
MT	30033	State Senate District 33	31760970	8649	12.263	0.003	45.697271	-111.084457                                                                                                                      
MT	30034	State Senate District 34	124541100	711060	48.086	0.275	45.766465	-111.166281                                                                                                                   
MT	30035	State Senate District 35	6069682406	171947897	2343.518	66.389	46.231102	-111.458251                                                                                                            
MT	30036	State Senate District 36	25478309048	120694162	9837.231	46.6	45.240187	-112.512442                                                                                                             
MT	30037	State Senate District 37	145148452	17321	56.042	0.007	45.956694	-112.586407                                                                                                                    
MT	30038	State Senate District 38	3818127096	5479897	1474.187	2.116	46.182505	-112.104214                                                                                                               
MT	30039	State Senate District 39	7447794984	28798794	2875.61	11.119	46.285838	-113.218132                                                                                                              
MT	30040	State Senate District 40	8074454303	48319476	3117.564	18.656	46.863925	-112.630993                                                                                                             
MT	30041	State Senate District 41	49573564	131889	19.14	0.051	46.649366	-112.02458                                                                                                                      
MT	30042	State Senate District 42	74558220	321586	28.787	0.124	46.596698	-111.946394                                                                                                                    
MT	30043	State Senate District 43	4853377022	17958321	1873.899	6.934	45.95395	-114.1154                                                                                                                 
MT	30044	State Senate District 44	1339277359	6251475	517.098	2.414	46.505171	-114.116756                                                                                                                
MT	30045	State Senate District 45	624915915	3499668	241.281	1.351	46.739407	-113.908039                                                                                                                 
MT	30046	State Senate District 46	3197835832	45303747	1234.691	17.492	47.151236	-113.616233                                                                                                             
MT	30047	State Senate District 47	2056878550	29822726	794.165	11.515	47.261825	-114.080114                                                                                                              
MT	30048	State Senate District 48	175098851	6485581	67.606	2.504	46.97228	-114.213705                                                                                                                   
MT	30049	State Senate District 49	1291936085	4731055	498.819	1.827	46.803248	-114.348068                                                                                                                
MT	30050	State Senate District 50	14325666	129930	5.531	0.05	46.83731	-114.033675                                                                                                                       
NE	31001	State Senate District 1	6131100601	26202624	2367.231	10.117	40.342902	-96.020297                                                                                                               
NE	31002	State Senate District 2	1736723861	36156657	670.553	13.96	40.936041	-96.148774                                                                                                                 
NE	31003	State Senate District 3	60731669	588213	23.449	0.227	41.136965	-95.996664                                                                                                                      
NE	31004	State Senate District 4	36499044	235575	14.092	0.091	41.270449	-96.159827                                                                                                                      
NE	31005	State Senate District 5	29194139	92082	11.272	0.036	41.211181	-95.984363                                                                                                                       
NE	31006	State Senate District 6	31319784	319231	12.093	0.123	41.269343	-96.073806                                                                                                                      
NE	31007	State Senate District 7	21564904	1142031	8.326	0.441	41.232163	-95.934798                                                                                                                      
NE	31008	State Senate District 8	16948702	24311	6.544	0.009	41.276379	-96.005993                                                                                                                        
NE	31009	State Senate District 9	17893009	43885	6.909	0.017	41.246434	-95.991344                                                                                                                        
NE	31010	State Senate District 10	133205844	1862256	51.431	0.719	41.348945	-96.131432                                                                                                                   
NE	31011	State Senate District 11	22847840	56971	8.822	0.022	41.289841	-95.955428                                                                                                                       
NE	31012	State Senate District 12	29600061	109966	11.429	0.042	41.204103	-96.078211                                                                                                                     
NE	31013	State Senate District 13	101260301	6242131	39.097	2.41	41.345008	-95.979424                                                                                                                    
NE	31014	State Senate District 14	30908292	81172	11.934	0.031	41.166958	-96.037094                                                                                                                      
NE	31015	State Senate District 15	1370269386	36091878	529.064	13.935	41.577008	-96.645853                                                                                                               
NE	31016	State Senate District 16	3760838647	33265827	1452.068	12.844	41.789134	-96.479946                                                                                                              
NE	31017	State Senate District 17	2850946903	15736579	1100.757	6.076	42.241732	-96.774516                                                                                                               
NE	31018	State Senate District 18	26148017	572349	10.096	0.221	41.304749	-96.117658                                                                                                                     
NE	31019	State Senate District 19	1575338933	7512151	608.242	2.9	41.926048	-97.590676                                                                                                                   
NE	31020	State Senate District 20	34392800	130884	13.279	0.051	41.231711	-96.088269                                                                                                                     
NE	31021	State Senate District 21	582445401	11301796	224.883	4.364	40.937889	-96.765923                                                                                                                 
NE	31022	State Senate District 22	2994488680	36123679	1156.179	13.947	41.692682	-97.382346                                                                                                              
NE	31023	State Senate District 23	4290951930	52254348	1656.746	20.176	41.284865	-96.896174                                                                                                              
NE	31024	State Senate District 24	4098099125	26085438	1582.285	10.072	40.964081	-97.421343                                                                                                              
NE	31025	State Senate District 25	396456978	1353615	153.073	0.523	40.893807	-96.530102                                                                                                                  
NE	31026	State Senate District 26	33806133	0	13.053	0.	40.83205	-96.614836                                                                                                                              
NE	31027	State Senate District 27	37909763	1708194	14.637	0.66	40.789466	-96.722656                                                                                                                     
NE	31028	State Senate District 28	19235768	1312	7.427	0.001	40.799402	-96.666864                                                                                                                        
NE	31029	State Senate District 29	23431287	0	9.047	0.	40.757396	-96.665536                                                                                                                              
NE	31030	State Senate District 30	2731040919	24989794	1054.461	9.649	40.331213	-96.668566                                                                                                               
NE	31031	State Senate District 31	24796588	1169002	9.574	0.451	41.215141	-96.167665                                                                                                                     
NE	31032	State Senate District 32	6441638845	30739264	2487.131	11.868	40.371514	-97.324056                                                                                                              
NE	31033	State Senate District 33	2405363545	13972764	928.716	5.395	40.650406	-98.524596                                                                                                                
NE	31034	State Senate District 34	4231087353	55734040	1633.632	21.519	41.110949	-98.048393                                                                                                              
NE	31035	State Senate District 35	43250092	422829	16.699	0.163	40.918588	-98.340178                                                                                                                     
NE	31036	State Senate District 36	10289223931	19631634	3972.692	7.58	41.209597	-99.708923                                                                                                               
NE	31037	State Senate District 37	910677944	10663499	351.615	4.117	40.778893	-98.926691                                                                                                                 
NE	31038	State Senate District 38	9289775792	13362647	3586.803	5.159	40.442872	-98.736763                                                                                                               
NE	31039	State Senate District 39	319728793	21503974	123.448	8.303	41.299006	-96.29827                                                                                                                  
NE	31040	State Senate District 40	16279165768	146541033	6285.421	56.58	42.544533	-98.39688                                                                                                              
NE	31041	State Senate District 41	14334655895	54619450	5534.642	21.089	41.753182	-98.451433                                                                                                             
NE	31042	State Senate District 42	6641072810	28449819	2564.133	10.985	41.050322	-100.744481                                                                                                             
NE	31043	State Senate District 43	43766938364	283030499	16898.51	109.279	42.368119	-101.19636                                                                                                           
NE	31044	State Senate District 44	19535831387	122327414	7542.827	47.231	40.41074	-100.839831                                                                                                            
NE	31045	State Senate District 45	115117650	6809247	44.447	2.629	41.114916	-95.922929                                                                                                                   
NE	31046	State Senate District 46	48502172	818002	18.727	0.316	40.859405	-96.657562                                                                                                                     
NE	31047	State Senate District 47	28983961780	221700977	11190.771	85.599	41.69333	-102.924578                                                                                                           
NE	31048	State Senate District 48	1915079306	15397684	739.416	5.945	41.850331	-103.701549                                                                                                               
NE	31049	State Senate District 49	155191659	4650407	59.92	1.796	41.1533	-96.209968                                                                                                                      
NV	32001	State Senate District 1	125372744	112001	48.407	0.043	36.285593	-115.141877                                                                                                                    
NV	32002	State Senate District 2	41059456	0	15.853	0.	36.188972	-115.094458                                                                                                                             
NV	32003	State Senate District 3	52818794	16683	20.393	0.006	36.171241	-115.209288                                                                                                                      
NV	32004	State Senate District 4	64756784	0	25.003	0.	36.214365	-115.156911                                                                                                                             
NV	32005	State Senate District 5	67794496	0	26.176	0.	36.037982	-115.068827                                                                                                                             
NV	32006	State Senate District 6	67166902	0	25.933	0.	36.206886	-115.278654                                                                                                                             
NV	32007	State Senate District 7	69887281	0	26.984	0.	36.08521	-115.071312                                                                                                                              
NV	32008	State Senate District 8	62128080	108509	23.988	0.042	36.151923	-115.303802                                                                                                                     
NV	32009	State Senate District 9	163210151	0	63.016	0.	36.02694	-115.279655                                                                                                                             
NV	32010	State Senate District 10	73930163	0	28.545	0.	36.11665	-115.136982                                                                                                                             
NV	32011	State Senate District 11	80318798	0	31.011	0.	36.087105	-115.230902                                                                                                                            
NV	32012	State Senate District 12	8000419440	433298721	3088.979	167.298	35.550496	-115.217286                                                                                                           
NV	32013	State Senate District 13	100305763	411641	38.728	0.159	39.537749	-119.762846                                                                                                                   
NV	32014	State Senate District 14	96451261151	917369701	37240.042	354.198	40.098671	-118.183852                                                                                                         
NV	32015	State Senate District 15	611626736	7484279	236.15	2.89	39.445808	-119.930795                                                                                                                   
NV	32016	State Senate District 16	900549575	111721829	347.704	43.136	39.245237	-119.81079                                                                                                               
NV	32017	State Senate District 17	20475152557	376206623	7905.501	145.254	39.377355	-118.712635                                                                                                          
NV	32018	State Senate District 18	108289427	8791	41.811	0.003	36.28788	-115.273132                                                                                                                      
NV	32019	State Senate District 19	156515336706	199194949	60430.912	76.91	39.024331	-115.513001                                                                                                          
NV	32020	State Senate District 20	110253427	0	42.569	0.	36.009468	-115.101143                                                                                                                           
NV	32021	State Senate District 21	187868039	1272345	72.536	0.491	36.123795	-115.000065                                                                                                                  
NH	33001	State Senate District 1	6586682226	119031448	2543.132	45.958	44.524152	-71.389211                                                                                                              
NH	33002	State Senate District 2	2334122681	118395288	901.21	45.713	43.751841	-71.817784                                                                                                                
NH	33003	State Senate District 3	2712531385	164241714	1047.314	63.414	43.866479	-71.225106                                                                                                              
NH	33004	State Senate District 4	234342389	12300613	90.48	4.749	43.162282	-71.047669                                                                                                                    
NH	33005	State Senate District 5	1061619435	32385494	409.894	12.504	43.578445	-72.20892                                                                                                                 
NH	33006	State Senate District 6	744802353	68294728	287.57	26.369	43.407214	-71.186953                                                                                                                  
NH	33007	State Senate District 7	831919268	73088795	321.206	28.22	43.432544	-71.597877                                                                                                                  
NH	33008	State Senate District 8	2061156334	61997894	795.817	23.938	43.231949	-72.050316                                                                                                                
NH	33009	State Senate District 9	1064219288	20613227	410.897	7.959	42.877709	-71.913052                                                                                                                 
NH	33010	State Senate District 10	1131220809	31951193	436.767	12.336	42.94089	-72.336861                                                                                                                
NH	33011	State Senate District 11	304396146	3871256	117.528	1.495	42.845698	-71.626627                                                                                                                  
NH	33012	State Senate District 12	433321632	10957209	167.306	4.231	42.75834	-71.776439                                                                                                                  
NH	33013	State Senate District 13	40760279	1707774	15.738	0.659	42.741646	-71.466362                                                                                                                    
NH	33014	State Senate District 14	247677458	11831216	95.629	4.568	42.882149	-71.376972                                                                                                                  
NH	33015	State Senate District 15	535078244	15438671	206.595	5.961	43.226128	-71.711601                                                                                                                 
NH	33016	State Senate District 16	352481057	6339258	136.094	2.448	43.083135	-71.469607                                                                                                                  
NH	33017	State Senate District 17	963778684	25408710	372.117	9.81	43.188194	-71.276483                                                                                                                  
NH	33018	State Senate District 18	82900934	4264757	32.008	1.647	42.845306	-71.480792                                                                                                                    
NH	33019	State Senate District 19	195892604	6516736	75.635	2.516	42.863071	-71.260624                                                                                                                   
NH	33020	State Senate District 20	109644425	2268784	42.334	0.876	43.015622	-71.560408                                                                                                                   
NH	33021	State Senate District 21	252457859	26733309	97.475	10.322	43.104544	-70.909577                                                                                                                 
NH	33022	State Senate District 22	188894104	4634399	72.932	1.789	42.783163	-71.230759                                                                                                                   
NH	33023	State Senate District 23	416856873	7825248	160.949	3.021	42.971801	-71.099184                                                                                                                  
NH	33024	State Senate District 24	302656699	196577527	116.856	75.899	42.953373	-70.816255                                                                                                               
NJ	34001	State Senate District 1	1951461446	1466573113	753.464	566.247	39.21073	-74.975459                                                                                                              
NJ	34002	State Senate District 2	895429580	80216220	345.727	30.972	39.474796	-74.688137                                                                                                                 
NJ	34003	State Senate District 3	1506970228	140743096	581.844	54.341	39.611397	-75.28322                                                                                                                
NJ	34004	State Senate District 4	410029977	5285332	158.313	2.041	39.711326	-74.970474                                                                                                                   
NJ	34005	State Senate District 5	210686808	7825213	81.347	3.021	39.827021	-75.144601                                                                                                                    
NJ	34006	State Senate District 6	174410713	6062356	67.34	2.341	39.897697	-75.001561                                                                                                                     
NJ	34007	State Senate District 7	269890784	17940837	104.205	6.927	40.028492	-74.886353                                                                                                                  
NJ	34008	State Senate District 8	1263019497	19190409	487.655	7.409	39.806189	-75.024556                                                                                                                 
NJ	34009	State Senate District 9	1634376614	907828437	631.036	350.515	39.690036	-74.332696                                                                                                              
NJ	34010	State Senate District 10	396166716	55304318	152.961	21.353	39.990756	-74.247779                                                                                                                
NJ	34011	State Senate District 11	330931060	11446781	127.773	4.42	40.259265	-74.154017                                                                                                                  
NJ	34012	State Senate District 12	928393876	17919176	358.455	6.919	40.159393	-74.436303                                                                                                                 
NJ	34013	State Senate District 13	312593138	480964717	120.693	185.702	40.375309	-74.050598                                                                                                              
NJ	34014	State Senate District 14	380288697	5232184	146.83	2.02	40.26812	-74.549304                                                                                                                     
NJ	34015	State Senate District 15	468773617	8444426	180.995	3.26	40.337526	-74.786069                                                                                                                   
NJ	34016	State Senate District 16	763684738	7254047	294.86	2.801	40.48253	-74.726507                                                                                                                    
NJ	34017	State Senate District 17	216994385	4453409	83.782	1.719	40.488954	-74.511692                                                                                                                   
NJ	34018	State Senate District 18	177225189	3759504	68.427	1.452	40.499468	-74.392622                                                                                                                   
NJ	34019	State Senate District 19	128664615	18609225	49.678	7.185	40.524318	-74.295068                                                                                                                  
NJ	34020	State Senate District 20	69337402	3612723	26.771	1.395	40.678822	-74.228423                                                                                                                    
NJ	34021	State Senate District 21	283343608	2211324	109.4	0.854	40.669557	-74.460556                                                                                                                    
NJ	34022	State Senate District 22	122048645	2951659	47.123	1.14	40.615566	-74.353348                                                                                                                    
NJ	34023	State Senate District 23	1185644732	27302682	457.78	10.542	40.658567	-74.93405                                                                                                                 
NJ	34024	State Senate District 24	1990254701	59782794	768.442	23.082	41.068359	-74.772337                                                                                                               
NJ	34025	State Senate District 25	544292095	12769976	210.152	4.931	40.815389	-74.628509                                                                                                                 
NJ	34026	State Senate District 26	644020296	45795893	248.658	17.682	40.981991	-74.418981                                                                                                                
NJ	34027	State Senate District 27	277382577	6642583	107.098	2.565	40.777736	-74.376288                                                                                                                  
NJ	34028	State Senate District 28	44758642	203153	17.281	0.078	40.777064	-74.195643                                                                                                                     
NJ	34029	State Senate District 29	59714189	4687716	23.056	1.81	40.73175	-74.163983                                                                                                                      
NJ	34030	State Senate District 30	333534493	16463321	128.778	6.357	40.153505	-74.157383                                                                                                                 
