GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
17268,204849955,42690,79.093,0.016,39.774913,-77.575622
17270,253687,0,0.098,0.,39.85473,-77.797808
17271,27585788,0,10.651,0.,40.097754,-77.803092
17272,476185,0,0.184,0.,39.769529,-77.62183
17301,33994769,116228,13.125,0.045,39.895227,-76.978982
17302,99554404,354129,38.438,0.137,39.81726,-76.41368
17304,62823400,339387,24.256,0.131,39.977245,-77.232742
17306,891053,0,0.344,0.,39.980581,-77.249397
17307,154348275,258200,59.594,0.1,39.947765,-77.326897
17309,64194646,0,24.786,0.,39.871334,-76.450129
17311,142108,0,0.055,0.,39.816546,-76.842472
17313,27435788,90380,10.593,0.035,39.884013,-76.659984
17314,91971700,1560653,35.51,0.603,39.749243,-76.325673
17315,161887256,1483857,62.505,0.573,40.026604,-76.864065
17316,108079644,1703802,41.73,0.658,39.965466,-77.007959
17317,588191,0,0.227,0.,39.97071,-76.523188
17318,1551991,0,0.599,0.,40.022258,-76.723017
17319,44907251,7425,17.339,0.003,40.160489,-76.793975
17320,143916139,410337,55.566,0.158,39.770718,-77.388758
17321,42238654,16105,16.308,0.006,39.749675,-76.444345
17322,98863770,0,38.172,0.,39.85591,-76.532733
17324,135061128,627480,52.147,0.242,40.030395,-77.236846
17325,332817949,1700470,128.502,0.657,39.826258,-77.227606
17327,118949635,0,45.927,0.,39.779513,-76.753256
17329,42368290,0,16.358,0.,39.761844,-76.85112
17331,196491388,5233223,75.866,2.021,39.78969,-76.977984
17339,72674331,245722,28.06,0.095,40.134731,-76.885292
17340,100226901,202264,38.698,0.078,39.755229,-77.116784
17343,1981369,6942,0.765,0.003,39.869093,-77.334679
17344,2069376,0,0.799,0.,39.805688,-77.019219
17345,26139945,527053,10.093,0.203,40.078089,-76.747503
17347,35589372,1276115,13.741,0.493,40.057427,-76.688143
17349,53751540,22309,20.754,0.009,39.799356,-76.682945
17350,112381851,1081592,43.391,0.418,39.890088,-77.079399
17352,35706017,0,13.786,0.,39.761201,-76.499847
17353,105679018,153899,40.803,0.059,39.883051,-77.371717
17355,1581215,0,0.611,0.,39.759868,-76.696019
17356,84213545,0,32.515,0.,39.896584,-76.582258
17360,69534534,360346,26.847,0.139,39.854446,-76.750485
17361,8079768,0,3.12,0.,39.765513,-76.677064
17362,124903576,2171476,48.226,0.838,39.847679,-76.868704
17363,97450968,0,37.626,0.,39.768623,-76.586385
17364,43267271,0,16.706,0.,39.929395,-76.899326
17365,51281559,1557595,19.8,0.601,40.060329,-76.933996
17366,29174252,37958,11.264,0.015,39.93279,-76.556703
17368,47483974,0,18.334,0.,39.983859,-76.518701
17370,29156978,410026,11.258,0.158,40.12144,-76.778402
17371,518000,0,0.2,0.,39.902705,-76.787958
17372,84725166,237985,32.713,0.092,40.001467,-77.106153
17401,3720971,113185,1.437,0.044,39.959462,-76.733457
17402,49846727,40528,19.246,0.016,39.958485,-76.65866
17403,52903536,1158341,20.426,0.447,39.923228,-76.712794
17404,54835739,36294,21.172,0.014,40.002612,-76.773548
17406,128353398,120847,49.558,0.047,40.014709,-76.640873
17407,3702838,255661,1.43,0.099,39.883716,-76.71197
17408,66999460,199526,25.869,0.077,39.928859,-76.79935
17501,3604454,17540,1.392,0.007,40.156459,-76.20404
17502,25630796,9987591,9.896,3.856,40.100904,-76.660147
17505,17870741,251471,6.9,0.097,40.063501,-76.192436
17507,55121,0,0.021,0.,40.198053,-76.01624
17508,382285,0,0.148,0.,40.124758,-76.218766
17509,66791555,217152,25.788,0.084,39.912055,-76.036499
17512,42167283,12615952,16.281,4.871,40.040069,-76.486021
17516,53818310,1382079,20.779,0.534,39.94146,-76.371359
17517,90602132,2372792,34.982,0.916,40.244751,-76.132881
17518,36641478,11451054,14.147,4.421,39.80893,-76.253014
17519,57461215,512079,22.186,0.198,40.141438,-76.023423
17520,4830462,21297,1.865,0.008,40.097518,-76.349193
17522,113173073,1191341,43.696,0.46,40.173688,-76.170494
17527,52906001,274989,20.427,0.106,40.008881,-75.991296
17529,40651115,200916,15.695,0.078,40.041933,-76.097142
17532,54906921,7199840,21.2,2.78,39.858156,-76.288008
17535,28070660,187746,10.838,0.072,40.061398,-76.05627
17536,56076023,1794250,21.651,0.693,39.848034,-76.073774
17538,9940995,13194,3.838,0.005,40.082629,-76.414548
17540,50692829,440583,19.573,0.17,40.097608,-76.189987
17543,179559039,1536835,69.328,0.593,40.181032,-76.29538
17545,183713451,1130999,70.932,0.437,40.178666,-76.434341
17547,31083561,5841305,12.001,2.255,40.0684,-76.586688
17550,454654,0,0.176,0.,40.075921,-76.583426
17551,26125435,545499,10.087,0.211,39.982202,-76.371419
17552,84013277,618096,32.438,0.239,40.108352,-76.51092
17554,8111636,22466,3.132,0.009,40.040303,-76.424176
17555,90440254,513565,34.919,0.198,40.122377,-75.959392
17557,84063558,411943,32.457,0.159,40.09985,-76.072742
17560,41576644,253537,16.053,0.098,39.912675,-76.227681
17562,44230150,220537,17.077,0.085,39.969976,-76.091632
17563,81780645,8975822,31.576,3.466,39.760748,-76.193306
17565,35666459,7004075,13.771,2.704,39.897702,-76.331027
17566,151145822,657981,58.358,0.254,39.867186,-76.147513
17569,42366391,291036,16.358,0.112,40.271433,-76.096577
17570,178897,0,0.069,0.,40.129942,-76.568851
17572,45068702,419298,17.401,0.162,40.045488,-76.133448
17576,132304,9059,0.051,0.003,40.037195,-76.19676
17578,39658403,330557,15.312,0.128,40.226099,-76.159806
17579,36055099,198575,13.921,0.077,39.960406,-76.180752
17581,867072,1046,0.335,0.,40.160511,-76.04959
17582,22996842,19981999,8.879,7.715,40.005741,-76.477835
17584,37545503,345491,14.496,0.133,39.955413,-76.263581
17601,86287102,691778,33.316,0.267,40.074241,-76.314914
17602,66414074,1104761,25.643,0.427,40.014623,-76.246351
17603,77200572,998655,29.807,0.386,40.020145,-76.350846
17606,121495,0,0.047,0.,40.11167,-76.303907
17701,231657055,3961798,89.443,1.53,41.345044,-76.857248
17702,160297325,4902593,61.891,1.893,41.183488,-77.077271
17721,1913694,0,0.739,0.,41.183625,-77.318405
17723,34291053,1834,13.24,0.001,41.435297,-77.471356
17724,290308704,1299474,112.089,0.502,41.642528,-76.805113
17727,276830137,1805781,106.885,0.697,41.510689,-77.496445
17728,122976765,691784,47.482,0.267,41.334774,-77.078567
17729,282853451,135195,109.21,0.052,41.511239,-77.736103
17730,437727,0,0.169,0.,41.110449,-76.87841
17731,35875365,548684,13.852,0.212,41.42941,-76.578672
17737,186630611,1083161,72.058,0.418,41.299271,-76.68578
17739,32489783,348736,12.544,0.135,41.38817,-77.418683
17740,352981096,5105758,136.287,1.971,41.249445,-77.269646
17742,196904,8474,0.076,0.003,41.238532,-76.60227
17744,61989516,1544272,23.934,0.596,41.24097,-77.153274
17745,559196953,6748744,215.907,2.606,41.285072,-77.471166
17747,249898811,894161,96.486,0.345,41.032551,-77.331831
17748,1353387,0,0.523,0.,41.150402,-77.352978
17749,277671,0,0.107,0.,41.072241,-76.818889
17750,3935432,16556,1.519,0.006,41.057866,-77.482253
17751,326919542,4596844,126.224,1.775,41.153528,-77.54479
17752,91712869,1699458,35.411,0.656,41.180067,-76.930473
17754,155742043,3634455,60.132,1.403,41.311612,-76.889212
17756,291198091,4115394,112.432,1.589,41.208002,-76.739819
17758,211982341,1764173,81.847,0.681,41.360147,-76.535534
17760,214802176,1709965,82.936,0.66,41.413576,-77.657357
17762,1503794,42602,0.581,0.016,41.284336,-76.699941
17763,64298110,1401521,24.826,0.541,41.507375,-76.97618
17764,414515224,4934388,160.045,1.905,41.33475,-77.813637
17765,214206023,1110067,82.705,0.429,41.565735,-76.973451
17767,66744,0,0.026,0.,41.083874,-77.463161
17768,76095231,235868,29.381,0.091,41.558688,-76.755993
17771,558903093,4668161,215.794,1.802,41.437339,-77.03554
17772,58273518,155995,22.5,0.06,41.125057,-76.713033
17774,123469338,364377,47.672,0.141,41.281191,-76.533013
17776,226795932,2016548,87.566,0.779,41.41464,-77.292868
17777,97512924,3416602,37.65,1.319,41.106517,-76.821696
17778,226113729,2159308,87.303,0.834,41.284918,-77.983927
17779,3766227,10180,1.454,0.004,41.207259,-77.376901
17801,170891867,14510791,65.982,5.603,40.834724,-76.755008
17810,146975392,817824,56.748,0.316,41.11136,-77.031372
17812,57979281,841281,22.386,0.325,40.740534,-77.22791
17813,88791695,1400026,34.283,0.541,40.780401,-77.172083
17814,357316774,2158972,137.961,0.834,41.273237,-76.363142
17815,351890877,8198636,135.866,3.166,41.020038,-76.420092
17820,234197972,3887565,90.424,1.501,40.895639,-76.403739
17821,345863247,7526588,133.539,2.906,40.990142,-76.644205
17822,191018,0,0.074,0.,40.968016,-76.605142
17823,88929521,277767,34.336,0.107,40.702184,-76.772214
17824,68400609,336035,26.41,0.13,40.852378,-76.505339
17827,4969545,2267,1.919,0.001,40.75286,-76.968032
17829,2110442,0,0.815,0.,40.900549,-77.155804
17830,79082082,6887040,30.534,2.659,40.686064,-76.80517
17832,1011509,0,0.391,0.,40.805945,-76.45902
17834,13294448,93042,5.133,0.036,40.78021,-76.466875
17835,1315283,1992,0.508,0.001,40.878987,-77.204312
17836,10605555,18082,4.095,0.007,40.714342,-76.606462
17837,161378259,783135,62.308,0.302,40.974977,-76.94515
17840,6450173,0,2.49,0.,40.772092,-76.433127
17841,205092593,445422,79.187,0.172,40.724869,-77.352556
17842,214696805,1498543,82.895,0.579,40.801316,-77.043454
17844,290245325,1016701,112.064,0.393,40.973975,-77.085405
17845,169609267,1258957,65.487,0.486,40.88437,-77.21157
17846,120289215,483243,46.444,0.187,41.141745,-76.517122
17847,121542753,4438310,46.928,1.714,41.007985,-76.810949
17850,842958,0,0.325,0.,40.965596,-76.857448
17851,39237405,374548,15.15,0.145,40.803118,-76.4343
17853,109540953,303766,42.294,0.117,40.694729,-77.0067
17855,5056387,42149,1.952,0.016,40.889829,-76.968035
17856,91943621,352859,35.5,0.136,41.065358,-76.947364
17857,69324158,6079641,26.766,2.347,40.932136,-76.772972
17859,99862496,903421,38.557,0.349,41.116755,-76.398537
17860,68368810,274086,26.397,0.106,40.825159,-76.708981
17861,373434,595,0.144,0.,40.773224,-77.082304
17862,1065110,4263,0.411,0.002,40.860506,-77.056395
17864,51850044,113203,20.019,0.044,40.704727,-76.905819
17865,402744,0,0.156,0.,40.99018,-76.786769
17866,64989389,245600,25.093,0.095,40.802252,-76.547547
17867,9197320,0,3.551,0.,40.714115,-76.688597
17868,1737297,352920,0.671,0.136,40.957721,-76.633968
17870,116917577,1992823,45.142,0.769,40.817323,-76.888636
17872,105062529,968355,40.565,0.374,40.793858,-76.544479
17876,4799224,99237,1.853,0.038,40.858162,-76.825783
17878,54597904,574137,21.08,0.222,41.176018,-76.323488
17880,321697,0,0.124,0.,40.892209,-77.121755
17881,12312419,10731,4.754,0.004,40.783171,-76.669413
17884,1278765,11602,0.494,0.004,41.055959,-76.669522
17885,28040623,402376,10.827,0.155,40.866345,-77.314017
17886,2522776,0,0.974,0.,41.016709,-76.875204
17887,2920319,50989,1.128,0.02,41.129186,-76.932877
17888,7373768,36138,2.847,0.014,40.806775,-76.378479
17889,58780384,609119,22.695,0.235,40.877739,-76.921282
17901,202087324,904249,78.026,0.349,40.683828,-76.277542
17920,11510673,76980,4.444,0.03,40.819642,-76.326909
17921,97757769,83756,37.744,0.032,40.751575,-76.360586
17922,78716082,1626143,30.392,0.628,40.582492,-76.110646
17923,22461756,47142,8.673,0.018,40.632873,-76.319914
17925,2531379,803,0.977,0.,40.754797,-76.072504
17929,2608389,0,1.007,0.,40.630703,-76.194039
17930,7920120,0,3.058,0.,40.708675,-76.115346
17931,27075286,478269,10.454,0.185,40.786491,-76.214575
17933,232629,0,0.09,0.,40.604485,-76.243195
17934,2451019,52976,0.946,0.02,40.796439,-76.211333
17935,11295486,59140,4.361,0.023,40.79614,-76.279682
17936,1535780,0,0.593,0.,40.750116,-76.33993
17938,102594841,11681,39.612,0.005,40.65307,-76.517083
17941,63913547,1428,24.677,0.001,40.685722,-76.609184
17943,1502353,0,0.58,0.,40.75666,-76.38781
17944,354771,0,0.137,0.,40.67254,-76.279256
17945,2685873,16913,1.037,0.007,40.78535,-76.375457
17946,4950553,35605,1.911,0.014,40.810364,-76.256372
17948,66345749,505462,25.616,0.195,40.849089,-76.117176
17949,260752,0,0.101,0.,40.793926,-76.242345
17951,478508,0,0.185,0.,40.678556,-76.245246
17952,9010612,0,3.479,0.,40.755438,-76.058552
17953,35405546,478315,13.67,0.185,40.751902,-76.120218
17954,1802829,0,0.696,0.,40.69042,-76.259688
17957,407087,0,0.157,0.,40.591824,-76.518212
17959,23361419,4630,9.02,0.002,40.731995,-76.150074
17960,133731741,46970,51.634,0.018,40.697241,-75.947044
17961,68940668,137606,26.618,0.053,40.649699,-76.060949
17963,235046311,547742,90.752,0.211,40.561577,-76.382017
17964,59322561,11518,22.905,0.004,40.702954,-76.514515
17965,1846724,0,0.713,0.,40.698606,-76.165281
17967,75397515,448899,29.111,0.173,40.856254,-76.216268
17968,10125925,0,3.91,0.,40.638679,-76.6123
17970,3550465,0,1.371,0.,40.720206,-76.191949
17972,106069380,71218,40.954,0.027,40.592165,-76.20579
17974,176176,0,0.068,0.,40.6957,-76.236267
17976,19867256,335358,7.671,0.129,40.819867,-76.210606
17978,7189161,0,2.776,0.,40.625448,-76.614963
17979,2731190,0,1.055,0.,40.561585,-76.199702
17980,103105382,2429407,39.809,0.938,40.518684,-76.644559
17981,70921770,94288,27.383,0.036,40.634192,-76.389457
17982,12637001,0,4.879,0.,40.785932,-76.021309
17983,6498255,0,2.509,0.,40.642622,-76.547166
17985,67951519,345326,26.236,0.133,40.912303,-76.216648
18011,42704919,170510,16.488,0.066,40.477013,-75.646129
18013,155881377,4241269,60.186,1.638,40.848762,-75.177293
18014,86369461,995181,33.347,0.384,40.764431,-75.409221
18015,54992930,834710,21.233,0.322,40.585869,-75.367239
18016,122712,0,0.047,0.,40.632332,-75.393094
18017,41852131,321734,16.159,0.124,40.659957,-75.387306
18018,13371204,364895,5.163,0.141,40.627594,-75.395584
18020,35812737,567479,13.827,0.219,40.672385,-75.327459
18030,1162119,74118,0.449,0.029,40.802263,-75.66372
18031,35371989,86043,13.657,0.033,40.552084,-75.648674
18032,5203564,154393,2.009,0.06,40.656191,-75.467788
18034,29357297,196129,11.335,0.076,40.546353,-75.415278
18035,909615,2363,0.351,0.001,40.745256,-75.538614
18036,75884980,212281,29.299,0.082,40.508879,-75.386005
18037,18896796,415439,7.296,0.16,40.683132,-75.547957
18038,33848233,532992,13.069,0.206,40.794842,-75.486224
18040,43864982,740445,16.936,0.286,40.745941,-75.225667
18041,35973343,8772,13.889,0.003,40.420404,-75.50972
18042,54880111,2768216,21.189,1.069,40.654176,-75.223124
18045,47793946,392085,18.453,0.151,40.693477,-75.273102
18046,47261,0,0.018,0.,40.548009,-75.560346
18049,38835351,154250,14.994,0.06,40.515732,-75.48929
18051,21657042,44210,8.362,0.017,40.595604,-75.666919
18052,32813424,808981,12.669,0.312,40.657428,-75.504255
18053,42497917,124561,16.409,0.048,40.71923,-75.704117
18054,42472331,676315,16.399,0.261,40.352369,-75.438736
18055,55516088,580417,21.435,0.224,40.591583,-75.304353
18056,4343957,16478,1.677,0.006,40.450942,-75.550389
18058,133769610,1414064,51.649,0.546,40.888739,-75.49429
18059,4171928,309143,1.611,0.119,40.723506,-75.543081
18062,55182370,178990,21.306,0.069,40.503954,-75.585179
18063,2599261,365366,1.004,0.141,40.782599,-75.167151
18064,99431612,1151216,38.391,0.444,40.757008,-75.315962
18066,118244643,639922,45.655,0.247,40.664462,-75.7401
18067,64624066,1410958,24.951,0.545,40.715037,-75.47467
18068,10470,0,0.004,0.,40.484829,-75.520041
18069,35800968,258660,13.823,0.1,40.625248,-75.615099
18070,6173954,1572,2.384,0.001,40.434866,-75.535617
18071,78972203,241104,30.491,0.093,40.834214,-75.555278
18072,39046331,491949,15.076,0.19,40.84414,-75.259135
18073,49540463,2429751,19.128,0.938,40.386499,-75.47443
18074,49103183,351153,18.959,0.136,40.316737,-75.515686
18076,3109081,0,1.2,0.,40.374803,-75.48079
18077,37739547,254412,14.571,0.098,40.570065,-75.237115
18078,40808743,288740,15.756,0.111,40.673304,-75.620717
18079,610353,2464,0.236,0.001,40.743873,-75.658519
18080,79643443,785360,30.751,0.303,40.735856,-75.635308
18081,1364577,10216,0.527,0.004,40.563693,-75.281583
18083,1587501,50282,0.613,0.019,40.754952,-75.267086
18085,1308927,39279,0.505,0.015,40.741232,-75.254887
18086,1230548,7132,0.475,0.003,40.736807,-75.54793
18087,2802928,41679,1.082,0.016,40.55683,-75.593654
18088,50302525,1153476,19.422,0.445,40.765692,-75.557509
18091,39960681,630999,15.429,0.244,40.831388,-75.319795
18092,38753250,93411,14.963,0.036,40.469697,-75.51314
18101,905170,4175,0.349,0.002,40.602658,-75.469236
18102,7760789,282392,2.996,0.109,40.608473,-75.476275
18103,45610263,312332,17.61,0.121,40.570308,-75.488926
18104,59827766,551519,23.1,0.213,40.611658,-75.546853
18105,19947,0,0.008,0.,40.601416,-75.493938
18106,21353301,304792,8.245,0.118,40.564624,-75.569195
18109,21227603,606244,8.196,0.234,40.635486,-75.441922
18195,29340,0,0.011,0.,40.584272,-75.624789
18201,55772033,408495,21.534,0.158,40.949054,-75.955512
18202,84642404,553494,32.681,0.214,40.954433,-76.045987
18210,81054706,1104443,31.295,0.426,41.004434,-75.576536
18211,55290759,513004,21.348,0.198,40.74408,-75.830406
18212,4422338,0,1.707,0.,40.775253,-75.709569
18214,61963692,1000152,23.924,0.386,40.800254,-76.084215
18216,13387802,0,5.169,0.,40.941496,-75.892858
18218,5634253,0,2.175,0.,40.81974,-75.916102
18219,2138820,0,0.826,0.,40.990787,-76.057456
18220,2408570,0,0.93,0.,40.840455,-76.060433
18221,5119940,0,1.977,0.,41.001778,-75.917333
18222,97252161,650526,37.549,0.251,41.035227,-76.003468
18223,3230030,0,1.247,0.,40.982353,-75.950287
18224,41293157,274149,15.943,0.106,41.026256,-75.874022
18225,111343,0,0.043,0.,40.981311,-75.971311
18229,160743314,2238894,62.063,0.864,40.931094,-75.673779
18230,7053084,0,2.723,0.,40.921083,-75.934528
18231,2570207,0,0.992,0.,40.904304,-76.007984
18232,3979136,1611,1.536,0.001,40.833033,-75.884397
18234,670489,0,0.259,0.,40.992594,-75.96435
18235,205038920,6786922,79.166,2.62,40.829641,-75.698371
18237,16791953,280377,6.483,0.108,40.880135,-75.985083
18239,697583,0,0.269,0.,40.989337,-75.988272
18240,76333834,3329559,29.473,1.286,40.864702,-75.872274
18241,6067583,0,2.343,0.,40.951524,-76.130802
18242,3263167,0,1.26,0.,40.911388,-76.124322
18244,2474840,11440,0.956,0.004,40.822445,-75.670561
18245,9328956,0,3.602,0.,40.8532,-76.033515
18246,5494924,0,2.122,0.,40.957215,-76.195185
18248,37341863,44221,14.418,0.017,40.879036,-76.197754
18249,82683004,66402,31.924,0.026,40.987794,-76.116117
18250,22510426,1071180,8.691,0.414,40.824963,-75.846201
18251,275049,0,0.106,0.,41.008051,-76.077381
18252,153110395,572779,59.116,0.221,40.766999,-75.974081
18254,4572632,0,1.766,0.,40.915913,-75.965651
18255,189310867,847796,73.093,0.327,40.933491,-75.829695
18256,2814973,0,1.087,0.,40.940886,-76.146755
18301,102230923,2276788,39.472,0.879,41.042373,-75.175823
18302,160400112,2921629,61.931,1.128,41.09655,-75.111107
18321,7063561,97636,2.727,0.038,41.025918,-75.283123
18322,17881379,115463,6.904,0.045,40.918523,-75.393279
18323,4817232,0,1.86,0.,41.196579,-75.273469
18324,118246646,3510177,45.655,1.355,41.158143,-75.000689
18325,111459148,1792280,43.035,0.692,41.205043,-75.22504
18326,86255837,190540,33.304,0.074,41.167313,-75.25302
18327,4860061,347299,1.876,0.134,40.967874,-75.133837
18328,215648869,8994612,83.262,3.473,41.2285,-74.973985
18330,42463473,122244,16.395,0.047,40.962536,-75.449908
18331,8878316,23794,3.428,0.009,40.909936,-75.443831
18332,36031558,222139,13.912,0.086,41.094747,-75.261341
18333,5563498,15587,2.148,0.006,40.906085,-75.490084
18334,56442787,626520,21.793,0.242,41.054954,-75.431784
18335,2323113,43987,0.897,0.017,41.068564,-75.102405
18336,36190884,720713,13.973,0.278,41.373368,-74.73975
18337,204445003,4131697,78.937,1.595,41.32911,-74.871787
18340,8032703,704904,3.101,0.272,41.417762,-74.765897
18342,2845566,0,1.099,0.,41.170609,-75.273444
18343,57514196,2482901,22.206,0.959,40.893707,-75.111897
18344,18178765,108195,7.019,0.042,41.122901,-75.343996
18346,28586173,1863402,11.037,0.719,41.142754,-75.421191
18347,70092850,3458587,27.063,1.335,41.138882,-75.560229
18349,3633644,305,1.403,0.,41.101253,-75.366514
18350,57443333,1712707,22.179,0.661,41.123825,-75.466143
18351,953641,187163,0.368,0.072,40.92272,-75.099334
18352,9732439,690054,3.758,0.266,41.006831,-75.356087
18353,122146461,444582,47.161,0.172,40.89534,-75.357668
18354,8761887,41445,3.383,0.016,40.922603,-75.322095
18355,18467342,136552,7.13,0.053,41.076955,-75.362899
18356,1684805,0,0.651,0.,41.011079,-75.118103
18357,10319278,429543,3.984,0.166,41.231653,-75.210713
18360,205581680,718608,79.376,0.277,40.967295,-75.288001
18370,13502719,94178,5.213,0.036,41.092408,-75.339537
18371,9146275,342706,3.531,0.132,41.150011,-75.045249
18372,22938871,27145,8.857,0.01,41.044043,-75.334289
18403,61669944,36143,23.811,0.014,41.508819,-75.535278
18405,95585266,3914778,36.906,1.512,41.599854,-75.103874
18407,108473294,2057075,41.882,0.794,41.591754,-75.534853
18411,140722710,2353239,54.333,0.909,41.454492,-75.74454
18413,2318969,0,0.895,0.,41.648128,-75.589342
18414,108102528,1285196,41.739,0.496,41.541072,-75.741068
18415,85339480,1610890,32.95,0.622,41.74353,-75.124268
18417,151469598,3851836,58.483,1.487,41.809703,-75.201115
18419,100004775,1347265,38.612,0.52,41.585933,-75.792369
18420,726672,0,0.281,0.,41.602006,-75.710133
18421,91234279,1048507,35.226,0.405,41.66419,-75.49286
18424,213476324,4649822,82.424,1.795,41.230478,-75.524965
18425,58180206,1435377,22.464,0.554,41.438455,-75.043136
18426,153153858,7795404,59.133,3.01,41.325507,-75.239061
18427,1764320,18094,0.681,0.007,41.404977,-75.406897
18428,430061754,13254435,166.048,5.118,41.406356,-75.120088
18430,4607169,18050,1.779,0.007,41.756453,-75.472457
18431,347740023,8413365,134.263,3.248,41.61647,-75.257711
18433,71756607,1011616,27.705,0.391,41.573307,-75.58133
18434,17208286,125803,6.644,0.049,41.453566,-75.542347
18435,25646104,1379424,9.902,0.533,41.495467,-75.012702
18436,235319678,9257945,90.857,3.575,41.442792,-75.393451
18437,30667036,860873,11.841,0.332,41.871969,-75.316504
18438,19043643,1080882,7.353,0.417,41.439159,-75.256488
18439,79046552,3203502,30.52,1.237,41.825503,-75.348966
18441,7562948,75755,2.92,0.029,41.65606,-75.613908
18443,35541431,495701,13.723,0.191,41.662927,-75.102094
18444,303390592,4282446,117.14,1.653,41.329074,-75.55277
18445,94379900,1503354,36.44,0.58,41.297908,-75.359362
18446,131493804,1730288,50.77,0.668,41.656175,-75.759143
18447,53124258,50324,20.511,0.019,41.513448,-75.607166
18451,12726459,9918867,4.914,3.83,41.396999,-75.217929
18452,5094114,0,1.967,0.,41.483628,-75.590282
18453,130926489,3355285,50.551,1.295,41.758495,-75.370789
18454,7008455,991216,2.706,0.383,41.827285,-75.426144
18455,11533580,593079,4.453,0.229,41.893001,-75.359193
18456,12290436,949920,4.745,0.367,41.612796,-75.340433
18457,1245085,41379,0.481,0.016,41.472094,-75.049165
18458,141041688,5303151,54.457,2.048,41.395767,-74.919277
18459,172879,108586,0.067,0.042,41.504102,-75.428839
18460,8569035,148747,3.309,0.057,41.249894,-75.313008
18461,55496877,1666965,21.427,0.644,41.929003,-75.327674
18462,69474033,1303404,26.824,0.503,41.914344,-75.409089
18463,7391380,85373,2.854,0.033,41.357556,-75.396934
18464,31162582,647094,12.032,0.25,41.40379,-75.177744
18465,121868470,3069484,47.054,1.185,41.831299,-75.516849
18466,93141438,1473611,35.962,0.569,41.196442,-75.394233
18469,23998261,513122,9.266,0.198,41.705569,-75.130577
18470,159327993,2042151,61.517,0.788,41.724706,-75.535516
18471,7156861,6853,2.763,0.003,41.529093,-75.69118
18472,165941781,5669528,64.07,2.189,41.58341,-75.396687
18473,3226004,90515,1.246,0.035,41.522034,-75.217164
18503,1199212,0,0.463,0.,41.411107,-75.66747
18504,22328282,0,8.621,0.,41.425521,-75.699867
18505,22037988,581996,8.509,0.225,41.386202,-75.651527
18507,25198574,110960,9.729,0.043,41.359075,-75.681879
18508,17621125,0,6.804,0.,41.454947,-75.657937
18509,7434253,0,2.87,0.,41.430836,-75.642907
18510,5556151,72874,2.145,0.028,41.407379,-75.636613
18512,28986421,265869,11.192,0.103,41.426244,-75.601341
18517,10859595,0,4.193,0.,41.394641,-75.713636
18518,10467106,0,4.041,0.,41.375058,-75.739557
18519,6235661,0,2.408,0.,41.461939,-75.630719
18602,5020631,252580,1.938,0.098,41.186018,-75.753988
18603,133544530,4127931,51.562,1.594,41.082035,-76.258139
18610,78114352,753347,30.16,0.291,41.069492,-75.549841
18612,139594071,3163656,53.898,1.221,41.346088,-75.98638
18614,357037461,1844593,137.853,0.712,41.504372,-76.58972
18615,47459635,1344283,18.324,0.519,41.461702,-75.857203
18616,143221741,541800,55.298,0.209,41.50483,-76.636058
18617,15681771,422288,6.055,0.163,41.17054,-76.077533
18618,45830007,2576251,17.695,0.995,41.365177,-76.041404
18619,89448643,48858,34.536,0.019,41.461696,-76.717816
18621,115116653,3938956,44.447,1.521,41.248601,-76.098546
18622,9511390,31583,3.672,0.012,41.201232,-76.273515
18623,146069515,3301666,56.398,1.275,41.664801,-76.151984
18624,41612621,1275175,16.067,0.492,41.060706,-75.646561
18625,1975448,748665,0.763,0.289,41.513387,-75.848822
18626,66247762,618232,25.578,0.239,41.398286,-76.523876
18628,52997538,1110486,20.462,0.429,41.430143,-76.313808
18629,241762710,3431721,93.345,1.325,41.517604,-76.141339
18630,170601374,1957890,65.87,0.756,41.662144,-76.023636
18631,4445857,422624,1.717,0.163,41.029907,-76.304374
18632,13478969,31810,5.204,0.012,41.45936,-76.37747
18634,38407879,848004,14.829,0.327,41.185512,-76.022619
18635,98942403,1272153,38.202,0.491,41.02924,-76.201347
18636,115230094,142086,44.491,0.055,41.39141,-76.113651
18640,73434113,1203320,28.353,0.465,41.29823,-75.738725
18641,11316606,50783,4.369,0.02,41.340533,-75.725729
18642,14043915,495772,5.422,0.191,41.356348,-75.773181
18643,49247535,2290361,19.015,0.884,41.370822,-75.840422
18644,42491913,1027919,16.406,0.397,41.327985,-75.882163
18651,31252325,1287302,12.067,0.497,41.25404,-75.959845
18653,640118,181902,0.247,0.07,41.393567,-75.823839
18655,187087006,2976680,72.235,1.149,41.187724,-76.203214
18656,134938634,1394628,52.1,0.538,41.332677,-76.18492
18657,319569318,9538705,123.386,3.683,41.52251,-75.959485
18660,110054192,3938557,42.492,1.521,41.098814,-76.062699
18661,349685551,2371700,135.014,0.916,41.076368,-75.740738
18701,1384070,0,0.534,0.,41.243648,-75.885029
18702,179542383,4271217,69.322,1.649,41.230493,-75.757436
18704,25918681,1163000,10.007,0.449,41.262525,-75.914635
18705,14136983,163995,5.458,0.063,41.271845,-75.842754
18706,68627249,828425,26.497,0.32,41.203289,-75.914803
18707,128790176,1296426,49.726,0.501,41.13575,-75.933499
18708,42795865,246346,16.524,0.095,41.295848,-75.963463
18709,2044133,0,0.789,0.,41.285469,-75.896388
