GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
61072,136026657,2668346,52.52,1.03,42.442353,-89.13849
61073,70815841,1423141,27.342,0.549,42.423725,-88.993802
61074,192602501,11622165,74.364,4.487,42.124371,-90.122436
61075,130931039,0,50.553,0.,42.464451,-90.258916
61077,82842,0,0.032,0.,42.238138,-89.357813
61078,148689213,0,57.409,0.,42.165921,-89.729005
61079,4571207,91398,1.765,0.035,42.437394,-89.216136
61080,64969443,885316,25.085,0.342,42.480913,-88.983829
61081,319927981,5405999,123.525,2.087,41.833205,-89.737983
61084,90063187,992561,34.774,0.383,42.123586,-89.190074
61085,334796789,0,129.266,0.,42.341809,-90.032187
61087,77079358,0,29.761,0.,42.480214,-89.992629
61088,142509009,356511,55.023,0.138,42.268114,-89.262689
61089,111081812,0,42.889,0.,42.473424,-89.819325
61091,2111716,0,0.815,0.,41.906863,-89.527713
61101,107838339,176166,41.637,0.068,42.346079,-89.146087
61102,89196910,2709320,34.439,1.046,42.228769,-89.162524
61103,44729307,1408120,17.27,0.544,42.340195,-89.086635
61104,11681534,147594,4.51,0.057,42.25172,-89.079945
61107,38402982,340639,14.827,0.132,42.285464,-89.001649
61108,27553164,38125,10.638,0.015,42.257371,-89.002129
61109,100072398,806196,38.638,0.311,42.191304,-89.055756
61111,36893280,1109078,14.245,0.428,42.335503,-89.002745
61112,2021924,0,0.781,0.,42.241981,-88.975184
61114,20601481,11138,7.954,0.004,42.306605,-88.990894
61115,27515433,710630,10.624,0.274,42.36407,-89.025606
61201,46328142,5575623,17.887,2.153,41.477559,-90.575628
61230,48675678,73785,18.794,0.028,41.734087,-90.213132
61231,387926824,230931,149.779,0.089,41.210699,-90.717768
61232,7334398,0,2.832,0.,41.430739,-90.732435
61234,149482091,458993,57.715,0.177,41.417963,-89.914339
61235,134705383,519843,52.01,0.201,41.401291,-90.023568
61236,3739274,144361,1.444,0.056,41.51596,-90.367897
61238,268061414,47264,103.499,0.018,41.282275,-90.172422
61239,4347219,145620,1.678,0.056,41.480783,-90.381875
61240,95372849,971923,36.824,0.375,41.421147,-90.428612
61241,46760406,2811033,18.054,1.085,41.48859,-90.32107
61242,81284560,6898282,31.384,2.663,41.708009,-90.285148
61243,70557878,0,27.243,0.,41.618771,-89.682944
61244,67836513,4738616,26.192,1.83,41.522559,-90.390822
61250,221925814,4269726,85.686,1.649,41.655926,-90.112419
61251,46050332,0,17.78,0.,41.730596,-90.075701
61252,152882351,2014365,59.028,0.778,41.83691,-90.125373
61254,447720416,1985244,172.866,0.767,41.467229,-90.149632
61256,3419181,1932050,1.32,0.746,41.547863,-90.407744
61257,106226254,2754417,41.014,1.063,41.593358,-90.221845
61258,956764,0,0.369,0.,41.521826,-89.913983
61259,197940043,20808534,76.425,8.034,41.392567,-90.954365
61260,151702069,36224,58.572,0.014,41.245928,-90.884393
61261,46468015,1177609,17.941,0.455,41.726842,-89.911219
61262,111451133,91391,43.032,0.035,41.276069,-90.348286
61263,781594,0,0.302,0.,41.258847,-90.60473
61264,185835400,8896936,71.751,3.435,41.402799,-90.595864
61265,48952823,3781636,18.901,1.46,41.482333,-90.493407
61270,392873961,582693,151.689,0.225,41.826598,-89.963451
61272,233421470,13993700,90.125,5.403,41.253608,-91.004598
61273,120845579,0,46.659,0.,41.362901,-90.398881
61274,63314502,0,24.446,0.,41.368573,-90.276974
61275,86958495,3582078,33.575,1.383,41.605575,-90.307048
61276,6052165,0,2.337,0.,41.304077,-90.589916
61277,327824077,2439763,126.574,0.942,41.613582,-89.930578
61278,2612673,0,1.009,0.,41.582027,-90.336731
61279,110261811,0,42.572,0.,41.320528,-90.726796
61281,99896104,644647,38.57,0.249,41.29978,-90.520144
61282,8616388,0,3.327,0.,41.495579,-90.412976
61283,214868207,0,82.961,0.,41.591859,-89.786563
61284,116842238,2165532,45.113,0.836,41.394212,-90.751797
61285,102304037,1779912,39.5,0.687,41.985776,-90.05832
61301,103079153,350039,39.799,0.135,41.397423,-89.084264
61310,277503642,1063238,107.145,0.411,41.702419,-89.35451
61311,40202250,0,15.522,0.,41.037777,-88.860038
61312,90435414,29449,34.917,0.011,41.436355,-89.234905
61313,108824124,0,42.017,0.,41.073694,-88.668671
61314,121029985,27988,46.73,0.011,41.296481,-89.678495
61315,3727778,171166,1.439,0.066,41.287804,-89.364517
61316,4100429,0,1.583,0.,41.259082,-89.124987
61317,8460304,0,3.267,0.,41.431454,-89.208916
61318,89560968,38199,34.58,0.015,41.711285,-89.078271
61319,128654328,1056100,49.674,0.408,41.018443,-88.742283
61320,2420332,0,0.934,0.,41.354676,-89.170458
61321,72555582,0,28.014,0.,40.969276,-88.973147
61322,10218986,2970648,3.946,1.147,41.314131,-89.31759
61323,456242,0,0.176,0.,41.433059,-89.396789
61324,503962,0,0.195,0.,41.769914,-89.413892
61325,130783141,71412,50.496,0.028,41.234953,-88.809633
61326,127745369,2197340,49.323,0.848,41.246249,-89.229711
61327,88936507,4883068,34.339,1.885,41.226004,-89.311896
61328,1261054,0,0.487,0.,41.499544,-89.459257
61329,4621642,0,1.784,0.,41.375034,-89.180739
61330,199624557,30908,77.075,0.012,41.535272,-89.266957
61331,71553,0,0.028,0.,41.747703,-89.277542
61332,1318075,0,0.509,0.,41.188769,-88.988778
61333,46352878,0,17.897,0.,40.98931,-88.888082
61334,96154520,0,37.125,0.,41.145113,-89.098452
61335,54053674,64607,20.87,0.025,41.165748,-89.21835
61336,101922670,2862341,39.353,1.105,41.112613,-89.23192
61337,17199792,0,6.641,0.,41.436412,-89.328429
61338,1466626,0,0.566,0.,41.458737,-89.676107
61340,1324366,0,0.511,0.,41.26125,-89.250161
61341,235414705,10179763,90.894,3.93,41.352165,-88.693197
61342,272059807,367549,105.043,0.142,41.543677,-89.084088
61344,63377175,107090,24.47,0.041,41.411154,-89.839694
61345,127168922,219551,49.1,0.085,41.280245,-89.794395
61346,462232,0,0.178,0.,41.51119,-89.718402
61348,98757109,1825074,38.13,0.705,41.285723,-89.035197
61349,171135536,105347,66.076,0.041,41.544823,-89.442299
61350,398081821,13764694,153.7,5.315,41.372095,-88.865127
61353,82411380,123869,31.819,0.048,41.704316,-88.991053
61354,109688833,898321,42.351,0.347,41.327928,-89.143248
61356,460200223,2139761,177.684,0.826,41.394922,-89.43364
61358,64474178,0,24.894,0.,40.978724,-89.044023
61359,2144848,38138,0.828,0.015,41.362452,-89.271459
61360,128656447,1036728,49.675,0.4,41.328215,-88.600511
61361,220539646,702635,85.151,0.271,41.413062,-89.756146
61362,64600282,709170,24.942,0.274,41.358708,-89.23322
61363,1333168,0,0.515,0.,41.254247,-89.182485
61364,375796821,373300,145.096,0.144,41.127938,-88.841173
61367,120773561,395330,46.631,0.153,41.621412,-89.259488
61368,190474856,288449,73.543,0.111,41.262136,-89.517537
61369,118766172,0,45.856,0.,40.984081,-89.155065
61370,135893945,108772,52.469,0.042,41.199778,-89.038477
61372,667768,0,0.258,0.,41.4649,-89.078018
61373,125700149,1153899,48.533,0.446,41.407228,-88.995936
61374,7320995,0,2.827,0.,41.547712,-89.358723
61375,124184396,915694,47.948,0.354,41.035173,-89.243431
61376,250133743,176176,96.577,0.068,41.545343,-89.613249
61377,141435007,95387,54.608,0.037,41.061382,-89.034038
61378,153471797,304639,59.256,0.118,41.722671,-89.155402
61379,106990604,68110,41.309,0.026,41.390797,-89.606975
61401,296372434,1303321,114.43,0.503,40.944205,-90.385824
61410,106709302,24459,41.201,0.009,40.796475,-90.396007
61411,98046516,42515,37.856,0.016,40.400982,-90.502128
61412,194419899,572,75.066,0.,41.078398,-90.579715
61413,82330972,110031,31.788,0.042,41.186577,-90.3704
61414,131238242,0,50.671,0.,41.124671,-90.155756
61415,290316171,1024225,112.092,0.395,40.65631,-90.43127
61416,2283711,0,0.882,0.,40.499397,-90.562897
61417,74413976,0,28.731,0.,40.774175,-90.538331
61418,137828367,150075,53.216,0.058,40.850174,-90.862586
61419,1362819,0,0.526,0.,41.199761,-90.117561
61420,184114868,28005,71.087,0.011,40.547734,-90.866967
61421,245233965,209610,94.685,0.081,41.187539,-89.647935
61422,102508501,34333,39.579,0.013,40.551362,-90.532761
61423,127109300,0,49.077,0.,40.886284,-90.501207
61424,1891796,0,0.73,0.,41.076767,-89.634994
61425,80124618,3687634,30.936,1.424,40.759246,-91.040136
61426,8221384,0,3.174,0.,41.119997,-89.70698
61427,151858265,4744121,58.633,1.832,40.50835,-90.185246
61428,85154283,2369050,32.878,0.915,40.943393,-90.107123
61430,4492963,145609,1.735,0.056,40.939105,-90.310833
61431,86906295,323136,33.555,0.125,40.608009,-90.276497
61432,95386999,1018146,36.829,0.393,40.648385,-90.153167
61433,2747558,181420,1.061,0.07,40.554375,-90.168989
61434,205009722,16978,79.155,0.007,41.175331,-90.039494
61435,25324078,0,9.778,0.,40.975148,-90.544946
61436,158781736,40035,61.306,0.015,40.860149,-90.223178
61437,104225247,5001372,40.242,1.931,40.846982,-90.992113
61438,111140572,0,42.912,0.,40.582743,-90.651654
61439,1744120,0,0.673,0.,41.028467,-90.357031
61440,132203525,22904,51.044,0.009,40.305582,-90.598626
61441,158830564,61546,61.325,0.024,40.338564,-90.277187
61442,67534426,4546388,26.075,1.755,41.108865,-90.921684
61443,252605059,46643,97.531,0.018,41.26369,-89.944924
61447,95753168,124270,36.971,0.048,40.866806,-90.754347
61448,109115870,0,42.13,0.,40.933591,-90.24681
61449,97444247,120259,37.623,0.046,41.095042,-89.975133
61450,216917683,11812,83.752,0.005,40.578637,-90.979104
61451,59555566,273427,22.995,0.106,40.938697,-89.939478
61452,76048389,0,29.362,0.,40.23619,-90.660627
61453,148144912,0,57.199,0.,41.012201,-90.764139
61454,80484628,75004,31.075,0.029,40.68193,-91.039891
61455,442476550,1282116,170.841,0.495,40.440468,-90.638016
61458,215179071,483109,83.081,0.187,40.782237,-90.183157
61459,90860357,401583,35.081,0.155,40.510245,-90.419564
61460,90439759,0,34.919,0.,40.71666,-90.829175
61462,405163408,507678,156.434,0.196,40.923388,-90.64456
61465,108235320,38567,41.79,0.015,41.210673,-90.479667
61466,60617977,0,23.405,0.,41.110013,-90.479663
61467,127968694,496006,49.409,0.192,41.076366,-90.240807
61468,5046409,0,1.948,0.,41.257745,-90.38778
61469,117989550,10990947,45.556,4.244,40.955988,-90.908236
61470,57387644,0,22.157,0.,40.603863,-90.50484
61471,837370,0,0.323,0.,40.69748,-90.83484
61472,102452259,0,39.557,0.,41.102145,-90.382871
61473,269011844,24804,103.866,0.01,40.707687,-90.640428
61474,73441510,28306,28.356,0.011,40.736456,-90.380402
61475,76414063,0,29.504,0.,40.597924,-90.753451
61476,105671829,51444,40.8,0.02,41.099146,-90.83394
61477,130085373,83793,50.226,0.032,40.495994,-90.310552
61478,94246242,0,36.389,0.,40.757855,-90.760646
61479,31106766,0,12.01,0.,41.00479,-89.644768
61480,164560111,23126,63.537,0.009,40.727413,-90.913348
61482,143250453,424432,55.309,0.164,40.389845,-90.403943
61483,245598377,54476,94.826,0.021,41.08483,-89.881372
61484,99341162,270695,38.356,0.105,40.29971,-90.43526
61485,112130349,1978958,43.294,0.764,41.021345,-90.102918
61486,111462379,62055,43.036,0.024,41.194794,-90.576436
61488,66917074,0,25.837,0.,41.032243,-90.318355
61489,118413298,303359,45.72,0.117,40.930845,-90.03311
61490,101973284,31883,39.372,0.012,41.185531,-90.258712
61491,258290373,626675,99.726,0.242,41.054464,-89.730734
61501,201023205,7070601,77.615,2.73,40.228366,-90.311915
61516,81897260,0,31.621,0.,40.858083,-89.135201
61517,178498067,156335,68.918,0.06,40.828373,-89.844846
61519,3075062,0,1.187,0.,40.46007,-90.088956
61520,398100558,21870438,153.707,8.444,40.539026,-90.023221
61523,138267252,5968296,53.385,2.304,40.911951,-89.537757
61524,616779,0,0.238,0.,40.491321,-90.034735
61525,81126869,0,31.323,0.,40.848482,-89.669081
61526,82677287,21098,31.922,0.008,40.922901,-89.619957
61528,47351006,0,18.282,0.,40.77897,-89.722981
61529,165760402,893873,64.,0.345,40.782018,-89.937608
61530,161355166,168969,62.3,0.065,40.715739,-89.264213
61531,145847343,1354109,56.312,0.523,40.682505,-90.036794
61532,86187466,0,33.277,0.,40.339487,-89.818789
61533,106182889,2178968,40.997,0.841,40.586374,-89.842499
61534,142628032,0,55.069,0.,40.414441,-89.666079
61535,22432855,222645,8.661,0.086,40.578864,-89.516514
61536,106341037,325090,41.059,0.126,40.689425,-89.793781
61537,152869878,2909512,59.023,1.123,41.119166,-89.471442
61539,2022663,519040,0.781,0.2,40.556403,-89.762073
61540,135160036,16469663,52.186,6.359,41.0146,-89.366597
61541,425089,0,0.164,0.,40.980378,-89.234952
61542,297641438,992692,114.92,0.383,40.389729,-90.130236
61543,20224651,4399832,7.809,1.699,40.417859,-89.977542
61544,85050159,169063,32.838,0.065,40.693648,-90.235793
61545,78961549,0,30.487,0.,40.870711,-89.353492
61546,257175538,23170145,99.296,8.946,40.448337,-89.809588
61547,57265793,2119258,22.11,0.818,40.57377,-89.790524
61548,196039965,10689233,75.691,4.127,40.814049,-89.420028
61550,105931413,140079,40.9,0.054,40.610249,-89.441854
61552,1391503,0,0.537,0.,40.817659,-89.565722
61553,690657,0,0.267,0.,40.625932,-90.032265
61554,180269336,1947859,69.602,0.752,40.539343,-89.61832
61559,254261849,331294,98.171,0.128,40.919018,-89.779203
61560,85744200,21187689,33.106,8.181,41.187262,-89.41979
61561,142792415,130433,55.132,0.05,40.802862,-89.200878
61562,70325,0,0.027,0.,40.880395,-89.501542
61563,902896,0,0.349,0.,40.492024,-90.054216
61564,742183,0,0.287,0.,40.493466,-89.653494
61565,170596855,8750493,65.868,3.379,41.038714,-89.505036
61567,95567765,0,36.899,0.,40.358139,-89.896566
61568,174108303,222313,67.224,0.086,40.51056,-89.481508
61569,102079416,872333,39.413,0.337,40.683232,-89.900619
61570,172437819,12681919,66.579,4.897,40.92108,-89.325857
61571,147156518,63194,56.817,0.024,40.704146,-89.417889
61572,92318343,358365,35.644,0.138,40.80327,-90.044574
61602,3725781,754169,1.439,0.291,40.674562,-89.608597
61603,10900573,169801,4.209,0.066,40.712882,-89.576722
61604,40870268,0,15.78,0.,40.705715,-89.653644
61605,10734117,0,4.144,0.,40.676585,-89.633278
61606,3455936,0,1.334,0.,40.699812,-89.61149
61607,83023752,2613358,32.056,1.009,40.627135,-89.685132
61610,10994427,834841,4.245,0.322,40.642116,-89.59956
61611,105996814,23984255,40.926,9.26,40.713327,-89.535743
61614,31213301,230941,12.052,0.089,40.759136,-89.604123
61615,81887286,42222,31.617,0.016,40.710357,-89.647643
61616,6530481,363180,2.521,0.14,40.746726,-89.571641
61625,36362,0,0.014,0.,40.697615,-89.612701
61701,28969732,294250,11.185,0.114,40.475855,-88.99267
61704,47784817,24508,18.45,0.009,40.471127,-88.944538
61705,226419566,210522,87.421,0.081,40.524455,-88.920604
61720,72676094,0,28.06,0.,40.55467,-88.514468
61721,92019593,27046,35.529,0.01,40.350757,-89.323483
61722,131272891,13803,50.685,0.005,40.418661,-88.63237
61723,168157034,132279,64.926,0.051,40.264664,-89.276542
61724,99107356,1397,38.266,0.001,40.328952,-88.532848
61725,124643927,107280,48.125,0.041,40.61056,-89.119118
61726,236635481,560063,91.365,0.216,40.738395,-88.692315
61727,319237171,4166234,123.258,1.609,40.141317,-88.961772
61728,169854703,54860,65.581,0.021,40.571735,-88.627336
61729,48698699,81781,18.803,0.032,40.628659,-89.221294
61730,75613328,0,29.194,0.,40.532486,-88.729413
61731,57624909,0,22.249,0.,40.61395,-88.485521
61732,144325463,127607,55.724,0.049,40.529638,-89.208063
61733,55691107,66068,21.502,0.026,40.618858,-89.336899
61734,214513540,52147,82.824,0.02,40.37318,-89.525588
61735,81238459,8184180,31.366,3.16,40.200639,-88.814798
61736,95275069,85647,36.786,0.033,40.402284,-88.840374
61737,88319734,35130,34.1,0.014,40.464516,-88.745295
61738,206891173,139462,79.881,0.054,40.74496,-89.02998
61739,252798597,962963,97.606,0.372,40.733061,-88.520553
61740,191026089,1871,73.756,0.001,40.88463,-88.858682
61741,144901760,5573,55.947,0.002,40.757537,-88.406297
61742,16380729,24984,6.325,0.01,40.635281,-89.268465
61743,39148872,0,15.115,0.,40.875664,-88.781679
61744,202578659,0,78.216,0.,40.739971,-88.887112
61745,203454369,354768,78.554,0.137,40.324739,-88.971197
61747,71983710,19437,27.793,0.008,40.416123,-89.435255
61748,102212319,5531080,39.464,2.136,40.622347,-88.996766
61749,84218530,34047,32.517,0.013,40.092849,-89.116222
61750,3089791,0,1.193,0.,40.123545,-88.85965
61751,4303557,0,1.662,0.,40.214556,-89.299252
61752,216355443,799238,83.535,0.309,40.33959,-88.754232
61753,220328076,157910,85.069,0.061,40.629726,-88.787987
61754,174874818,54201,67.52,0.021,40.333755,-89.181944
61755,127047520,551651,49.053,0.213,40.528022,-89.337173
61756,213561485,0,82.457,0.,40.03124,-88.973456
61759,87990269,32045,33.973,0.012,40.437314,-89.336061
61760,189353937,131090,73.11,0.051,40.879243,-89.021795
61761,110023049,226141,42.48,0.087,40.529016,-88.958935
61764,421389972,2592468,162.7,1.001,40.882016,-88.628127
61769,98171395,6101,37.904,0.002,40.885492,-88.399452
61770,161414404,137474,62.322,0.053,40.442966,-88.525267
61771,59637378,51440,23.026,0.02,40.702016,-89.131374
61772,72163664,0,27.863,0.,40.381256,-89.065969
61773,112637361,274741,43.49,0.106,40.565619,-88.383025
61774,111699758,0,43.128,0.,40.430678,-89.203945
61775,89637124,83333,34.609,0.032,40.653696,-88.375962
61776,113938243,396706,43.992,0.153,40.566647,-88.874226
61777,104220785,34688,40.24,0.013,40.244063,-88.945663
61778,78179240,0,30.185,0.,40.232882,-89.091176
61801,13850877,70072,5.348,0.027,40.108966,-88.211024
61802,214556183,337727,82.841,0.13,40.131499,-88.15677
61810,53432083,0,20.63,0.,39.916122,-87.914791
61811,73419326,0,28.347,0.,40.292742,-87.622848
61812,69086176,0,26.674,0.,40.225482,-87.942103
61813,168843284,12023,65.191,0.005,39.910756,-88.565713
61814,55782958,0,21.538,0.,40.230607,-87.572471
61815,754769,0,0.291,0.,40.11074,-88.376575
61816,74437670,0,28.741,0.,39.922809,-88.001216
61817,72222054,197250,27.885,0.076,40.035275,-87.716283
61818,106729799,10889,41.209,0.004,39.886702,-88.716473
61820,16909281,22734,6.529,0.009,40.10789,-88.244266
61821,19480045,76441,7.521,0.03,40.109646,-88.274903
61822,281401310,544914,108.65,0.21,40.138975,-88.306178
61830,98571314,133360,38.059,0.051,40.033078,-88.716508
61831,30081629,0,11.615,0.,40.22509,-87.79207
61832,67130619,2965804,25.919,1.145,40.136234,-87.636466
61833,4036631,29094,1.559,0.011,40.099747,-87.64422
61834,277930001,1443273,107.309,0.557,40.152546,-87.673298
61839,86254139,0,33.303,0.,40.137717,-88.629166
61840,86480805,193160,33.39,0.075,40.298873,-88.300263
61841,149778582,801668,57.83,0.31,40.020594,-87.816871
61842,257735948,2781082,99.512,1.074,40.238774,-88.66522
61843,98373650,405883,37.982,0.157,40.317241,-88.373903
61844,150268306,19113,58.019,0.007,40.142967,-87.869207
61845,77978750,390318,30.108,0.151,40.373621,-88.396814
61846,113269172,232182,43.733,0.09,39.977252,-87.607538
61847,80639835,54984,31.135,0.021,40.319293,-88.011259
61848,2003491,0,0.774,0.,40.30806,-87.702771
61849,148885170,574711,57.485,0.222,40.014226,-87.96737
61850,89168371,123200,34.428,0.048,39.931008,-87.738581
61851,88470172,0,34.159,0.,39.96082,-88.434724
61852,51003040,0,19.692,0.,39.903152,-88.075799
61853,125410768,1055532,48.421,0.408,40.215059,-88.421175
61854,138923769,158305,53.639,0.061,40.199872,-88.529328
61855,26399907,0,10.193,0.,39.922139,-88.660929
61856,270126927,314884,104.297,0.122,40.026762,-88.580118
61857,625437,0,0.241,0.,40.116574,-87.842221
61858,74563383,1554298,28.789,0.6,40.134258,-87.761877
61859,81191411,26515,31.348,0.01,40.150428,-87.962905
61862,104397889,212675,40.308,0.082,40.306027,-87.958606
61863,84232157,84494,32.522,0.033,39.905255,-88.278472
61864,59010106,52474,22.784,0.02,39.975064,-88.152723
61865,199542721,51984,77.044,0.02,40.304925,-87.802464
61866,207853446,283531,80.253,0.109,40.312587,-88.154549
61870,107055367,0,41.334,0.,39.897549,-87.618389
61871,899934,0,0.347,0.,40.190225,-87.96804
61872,85048993,173063,32.838,0.067,39.945376,-88.37811
61873,174220985,799032,67.267,0.309,40.133896,-88.039122
61874,10752583,102965,4.152,0.04,40.047574,-88.256784
61875,82296908,3293,31.775,0.001,40.103485,-88.41642
61876,112624465,1085,43.485,0.,39.901327,-87.836174
61877,72984497,271807,28.179,0.105,39.989192,-88.081601
61878,71953932,56090,27.782,0.022,40.242651,-88.145453
61880,156931332,142363,60.592,0.055,39.973795,-88.248906
61882,97955982,4337639,37.821,1.675,40.10623,-88.754729
61883,55137974,0,21.289,0.,40.037393,-87.641523
61884,66157569,145262,25.544,0.056,40.08916,-88.477814
61910,268621349,330878,103.715,0.128,39.67719,-88.297918
61911,163016189,43701,62.941,0.017,39.700925,-88.469319
61912,131375802,209213,50.724,0.081,39.522387,-88.04082
61913,107985724,0,41.694,0.,39.827557,-88.466093
61914,153458844,1464793,59.251,0.566,39.630343,-88.762449
61917,164873382,0,63.658,0.,39.7142,-87.897725
61919,56771950,118601,21.92,0.046,39.784439,-88.13777
61920,387675421,2331989,149.682,0.9,39.511978,-88.154183
61924,375355355,106435,144.926,0.041,39.786183,-87.663252
61925,108195221,12675,41.774,0.005,39.719105,-88.840528
61928,93157948,681499,35.968,0.263,39.451175,-88.501271
61929,105033743,1714,40.554,0.001,39.824789,-88.625797
61930,80789142,0,31.193,0.,39.680889,-88.130477
61931,82502953,62756,31.855,0.024,39.586339,-88.349775
61932,55931574,0,21.595,0.,39.803595,-87.879047
61933,155110243,87033,59.888,0.034,39.546695,-87.926758
61936,5812752,0,2.244,0.,39.801351,-88.730259
61937,243853569,42339,94.152,0.016,39.741355,-88.654821
61938,322829830,941343,124.645,0.363,39.484141,-88.374771
61940,72792788,0,28.105,0.,39.807701,-87.818525
61941,3541165,0,1.367,0.,39.804067,-88.07294
61942,183442869,196117,70.828,0.076,39.813836,-87.996741
61943,201173922,391227,77.674,0.151,39.673103,-88.03085
61944,686340197,1394898,264.997,0.539,39.600845,-87.700643
61949,7357386,0,2.841,0.,39.633642,-87.873648
61951,349311311,20593207,134.87,7.951,39.59582,-88.590366
61953,312309629,577803,120.583,0.223,39.80331,-88.291252
61955,645231,0,0.249,0.,39.582172,-87.591665
61956,87587994,68518,33.818,0.026,39.85819,-88.135009
61957,213369321,7748581,82.382,2.992,39.441804,-88.611557
62001,132749713,848715,51.255,0.328,38.881444,-89.744999
62002,108754462,5460560,41.99,2.108,38.938538,-90.125303
62006,76056273,20586047,29.365,7.948,39.053054,-90.669715
62009,9756315,9549,3.767,0.004,39.091549,-89.798118
62010,57336540,655823,22.138,0.253,38.921238,-90.045216
62011,74150242,0,28.63,0.,39.126511,-89.216001
62012,154041599,1155122,59.476,0.446,39.044749,-90.1482
62013,64017870,14407919,24.717,5.563,38.956413,-90.573646
62014,153781625,697305,59.375,0.269,39.043376,-89.951132
62015,86364358,2121154,33.345,0.819,39.221451,-89.544038
62016,343647307,232508,132.683,0.09,39.295025,-90.431767
62017,82062243,2795371,31.684,1.079,39.065099,-89.368619
62018,8235394,60152,3.18,0.023,38.907688,-90.081632
62019,70336821,1470553,27.157,0.568,39.018669,-89.441465
62021,51887360,722163,20.034,0.279,38.983665,-89.976556
62022,48582539,28181,18.758,0.011,39.003162,-90.326185
62023,805188,72365,0.311,0.028,39.112293,-89.787059
62024,16170118,2905286,6.243,1.122,38.839218,-90.107348
62025,282301425,4695267,108.997,1.813,38.831371,-89.932855
62027,165397709,5109982,63.86,1.973,39.249602,-90.562735
62028,15284976,2359101,5.902,0.911,38.95823,-90.354956
62030,283995,0,0.11,0.,39.154621,-90.164239
62031,148835884,4855248,57.466,1.875,39.111496,-90.53693
62032,122735838,0,47.389,0.,39.115664,-89.28852
62033,127831980,1573373,49.356,0.607,39.136563,-89.839916
62034,36259089,456462,14.,0.176,38.754873,-89.972216
62035,119822798,8915218,46.264,3.442,38.962875,-90.242457
62036,74103883,11401358,28.612,4.402,38.918311,-90.589735
62037,151460903,7985934,58.479,3.083,39.010943,-90.465066
62040,115445145,20542775,44.574,7.932,38.725838,-90.111791
62044,269806642,531709,104.173,0.205,39.363052,-90.22155
62045,98230956,7679309,37.927,2.965,39.264194,-90.690137
62046,2067568,10014,0.798,0.004,38.889834,-89.846171
62047,93278389,4851189,36.015,1.873,39.123135,-90.626568
62048,19765095,1355032,7.631,0.523,38.801357,-90.091714
62049,219839909,3723142,84.881,1.438,39.131717,-89.481382
62050,145095205,2124255,56.022,0.82,39.440017,-90.54472
62051,98614411,1064026,38.075,0.411,39.20165,-89.403275
62052,365200965,195619,141.005,0.076,39.110571,-90.321217
62053,119042834,2104557,45.963,0.813,39.319254,-90.66542
62054,100832390,27595,38.932,0.011,39.204343,-90.339427
62056,279376304,3757270,107.868,1.451,39.179457,-89.67197
62058,3092844,11321,1.194,0.004,38.971118,-89.769571
62059,685820,0,0.265,0.,38.656488,-90.165046
62060,9140270,1101311,3.529,0.425,38.681805,-90.142416
62061,62720479,436365,24.217,0.168,38.789567,-89.779093
62062,16507126,204104,6.373,0.079,38.725931,-89.961315
62063,125485609,68520,48.45,0.026,39.198422,-90.149764
62065,27990880,3402382,10.807,1.314,39.22609,-90.632707
62067,47700591,421977,18.417,0.163,38.929024,-89.983292
62069,82440931,677001,31.831,0.261,39.089106,-89.739298
62070,4417107,85575,1.705,0.033,39.296898,-90.732493
62074,107379322,547608,41.459,0.211,38.955,-89.689742
62075,286389953,50733,110.576,0.02,39.302262,-89.296245
62076,997473,0,0.385,0.,39.343372,-89.219136
62077,1350573,2470,0.521,0.001,39.031324,-89.522325
62078,1154545,0,0.446,0.,39.47863,-90.486079
62079,24562624,119937,9.484,0.046,39.11053,-90.143853
62080,314619968,501678,121.475,0.194,39.137908,-89.10422
62081,63223594,45222,24.411,0.017,39.264927,-90.225
62082,281338649,232539,108.625,0.09,39.489989,-90.317508
62083,50634727,0,19.55,0.,39.354451,-89.201432
62084,13777122,351656,5.319,0.136,38.838368,-90.063668
62085,2057344,32053,0.794,0.012,39.0819,-89.804504
62086,137401142,57674,53.051,0.022,38.980771,-89.579837
62087,7836224,227313,3.026,0.088,38.817014,-90.065488
62088,112077100,1310950,43.273,0.506,39.01243,-89.799816
62089,1973314,86121,0.762,0.033,39.129585,-89.495141
62090,4034914,594,1.558,0.,38.670388,-90.169633
62091,81517032,37130,31.474,0.014,39.056246,-89.610567
62092,161286271,242535,62.273,0.094,39.418572,-90.431226
62093,1648018,66754,0.636,0.026,39.066361,-89.853922
62094,83046240,26763,32.064,0.01,39.245549,-89.34987
62095,17986350,222947,6.945,0.086,38.861343,-90.069002
62097,100188125,1392519,38.683,0.538,38.936656,-89.852627
62098,8446745,0,3.261,0.,39.386098,-90.304622
62201,39071572,3673680,15.086,1.418,38.644323,-90.140058
62203,17220007,432641,6.649,0.167,38.600388,-90.077596
62204,14500596,450248,5.599,0.174,38.633745,-90.090166
62205,13071936,184183,5.047,0.071,38.609757,-90.122803
62206,36283802,1261416,14.009,0.487,38.572481,-90.166437
62207,17282522,241225,6.673,0.093,38.582466,-90.123247
62208,34720535,225189,13.406,0.087,38.595342,-90.004734
62214,165560217,217246,63.923,0.084,38.376365,-89.603686
62215,27625679,403209,10.666,0.156,38.508296,-89.608858
62216,55159070,17408,21.297,0.007,38.618617,-89.601788
62217,71355427,6478451,27.55,2.501,38.175221,-89.852833
