GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
4060,00235836,Susanville Indian Rancheria and Off-Reservation Trust Land,5640876,0,2.178,0.,40.443045,-120.645778
4075,01528418,Swinomish Reservation and Off-Reservation Trust Land,30854913,23640836,11.913,9.128,48.415402,-122.536395
4090,00273630,Sycuan Reservation and Off-Reservation Trust Land,9227764,0,3.563,0.,32.780641,-116.847688
4095,01665550,Table Bluff Reservation,305520,0,0.118,0.,40.69065,-124.25218
4110,02419484,Table Mountain Rancheria,551202,0,0.213,0.,36.984891,-119.635956
4130,02419488,Tampa Reservation,187716,1837,0.072,0.001,27.993516,-82.370901
4140,01934342,Taos Pueblo and Off-Reservation Trust Land,404400210,154305,156.14,0.06,36.472695,-105.525024
4170,00937203,Tesuque Pueblo and Off-Reservation Trust Land,69750785,0,26.931,0.,35.802766,-105.973696
4180,02419492,Timbi-Sha Shoshone Reservation and Off-Reservation Trust Land,33116197,0,12.786,0.,37.445637,-117.524741
4200,00023763,Tohono O'odham Nation Reservation and Off-Reservation Trust Land,11534100368,883039,4453.341,0.341,32.150036,-112.070402
4225,00979554,Tonawanda Reservation,30561278,180036,11.8,0.07,43.074127,-78.452884
4235,00032748,Tonto Apache Reservation and Off-Reservation Trust Land,1502181,0,0.58,0.,34.22105,-111.322785
4255,00255924,Torres-Martinez Reservation,88623713,38962138,34.218,15.043,33.358682,-116.005312
4275,00268407,Trinidad Rancheria and Off-Reservation Trust Land,370492,0,0.143,0.,41.0524,-124.13028
4290,01511575,Tulalip Reservation and Off-Reservation Trust Land,89981347,45276316,34.742,17.481,48.077043,-122.260958
4300,00275158,Tule River Reservation and Off-Reservation Trust Land,218322559,927,84.295,0.,36.045345,-118.730204
4315,02419503,Tunica-Biloxi Reservation and Off-Reservation Trust Land,3149783,0,1.216,0.,31.108163,-92.06174
4330,00236635,Tuolumne Rancheria,1539777,0,0.595,0.,37.980781,-120.237944
4345,01934334,Turtle Mountain Reservation and Off-Reservation Trust Land,589130251,25787976,227.464,9.957,48.770399,-107.262724
4360,00979564,Tuscarora Nation Reservation,23524717,0,9.083,0.,43.162883,-78.950865
4375,00250737,Twenty-Nine Palms Reservation and Off-Reservation Trust Land,1851897,0,0.715,0.,33.710595,-116.183063
4390,01448012,Uintah and Ouray Reservation and Off-Reservation Trust Land,17542129474,132133895,6773.054,51.017,39.618308,-111.103574
4405,01159100,Umatilla Reservation and Off-Reservation Trust Land,714187670,35639,275.749,0.014,45.62946,-118.575965
4430,01654496,Upper Lake Rancheria,1918813,8580,0.741,0.003,39.185265,-122.919206
4445,00653567,Upper Sioux Community and Off-Reservation Trust Land,5964894,115487,2.303,0.045,44.760252,-95.499622
4455,02419510,Upper Skagit Reservation and Off-Reservation Trust Land,3596351,0,1.389,0.,48.564088,-122.338244
4470,00169579,Ute Mountain Reservation and Off-Reservation Trust Land,2332932913,354826,900.75,0.137,37.146129,-108.61295
4500,00251037,Viejas Reservation and Off-Reservation Trust Land,6866463,0,2.651,0.,32.850662,-116.693241
4515,00857504,Walker River Reservation,1367746294,7784371,528.09,3.006,38.975737,-118.730578
4530,02419514,Wampanoag-Aquinnah Trust Land,1903942,21663,0.735,0.008,41.346455,-70.78627
4545,01133438,Warm Springs Reservation and Off-Reservation Trust Land,2639078493,10698881,1018.954,4.131,44.882879,-121.452829
4560,02419516,Washoe Ranches Trust Land,375530043,2705893,144.993,1.045,38.874042,-119.564603
4580,00849846,Wells Colony,328255,0,0.127,0.,41.117016,-114.979017
4595,01934333,White Earth Reservation and Off-Reservation Trust Land,2842748610,179794806,1097.591,69.419,47.21196,-95.727525
4610,01597068,Wind River Reservation and Off-Reservation Trust Land,8998791398,150318742,3474.453,58.038,43.272382,-108.844496
4625,00834982,Winnebago Reservation and Off-Reservation Trust Land,458351693,2944351,176.971,1.137,42.225627,-96.596102
4635,00849652,Winnemucca Indian Colony,1441447,0,0.557,0.,40.953163,-117.721199
4665,01985241,Woodfords Community,1578715,0,0.61,0.,38.800485,-119.794153
4680,00252581,XL Ranch Rancheria,39457225,41930,15.235,0.016,41.551128,-120.45283
4690,01502906,Yakama Nation Reservation and Off-Reservation Trust Land,5662773971,4239523,2186.409,1.637,46.228749,-120.819723
4700,01891160,Yankton Reservation,1723553384,49380242,665.468,19.066,43.103416,-98.374242
4708,00027214,Yavapai-Apache Nation Reservation,2631853,0,1.016,0.,34.619457,-111.895724
4710,00036443,Yavapai-Prescott Reservation,5704649,0,2.203,0.,34.550689,-112.435038
4725,00848133,Yerington Colony,81231,0,0.031,0.,38.980845,-119.170909
4740,00862119,Yomba Reservation,18911932,11308,7.302,0.004,38.908159,-117.490804
4755,02419529,Ysleta del Sur Pueblo and Off-Reservation Trust Land,13056116,0,5.041,0.,31.908175,-106.017884
4760,02419530,Yurok Reservation,217781851,8668719,84.086,3.347,41.379129,-123.902233
4770,01934347,Zia Pueblo and Off-Reservation Trust Land,494924190,115707,191.091,0.045,35.561562,-106.744243
4785,01934346,Zuni Reservation and Off-Reservation Trust Land,1876689170,2906813,724.594,1.122,35.005278,-108.781728
9100,01930930,Golden Hill Paugussett (state) Reservation,399343,0,0.154,0.,41.552187,-72.26802
9150,02418958,Hassanamisco (state) Reservation,20909,0,0.008,0.,42.212011,-71.704496
9230,01470191,Mattaponi (state) Reservation,279160,31696,0.108,0.012,37.661503,-76.915128
9240,02419024,MOWA Choctaw (state) Reservation,2694225,0,1.04,0.,31.152068,-88.053417
9260,01472036,Pamunkey (state) Reservation,4421855,1958558,1.707,0.756,37.571833,-77.005218
9280,00209709,Paucatuck Eastern Pequot (state) Reservation,924356,59004,0.357,0.023,41.445532,-71.937776
9300,00979384,Poospatuck (state) Reservation,292590,148143,0.113,0.057,40.788914,-72.832568
9350,00210687,Schaghticoke (state) Reservation,1122120,0,0.433,0.,41.692509,-73.509126
9370,00979494,Shinnecock (state) Reservation,3494292,0,1.349,0.,40.873761,-72.43097
9400,02419487,Tama (state) Reservation,365137,2118,0.141,0.001,30.862259,-84.265009
